step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha
1,512,1024,0.5000,1304.691,392.430,0,0.000
2,513,1024,0.5010,22.566,44.314,0,0.000
3,514,1024,0.5020,21.611,46.273,0,0.000
4,515,1024,0.5029,21.290,46.970,0,0.000
5,516,1024,0.5039,21.093,47.409,0,0.000
6,517,1024,0.5049,21.567,46.367,0,0.000
7,518,1024,0.5059,21.260,47.037,0,0.000
8,519,1024,0.5068,21.300,46.948,0,0.000
9,520,1024,0.5078,21.538,46.430,0,0.000
10,521,1024,0.5088,21.330,46.882,0,0.000
11,522,1024,0.5098,21.174,47.228,0,0.000
12,523,1024,0.5107,21.351,46.836,0,0.000
13,524,1024,0.5117,21.325,46.893,0,0.000
14,525,1024,0.5127,21.769,45.937,0,0.000
15,526,1024,0.5137,21.515,46.479,0,0.000
16,527,1024,0.5146,21.963,45.531,0,0.000
17,528,1024,0.5156,23.246,43.018,0,0.000
18,529,1024,0.5166,21.680,46.125,0,0.000
19,530,1024,0.5176,21.943,45.573,0,0.000
20,531,1024,0.5186,21.843,45.781,0,0.000
21,532,1024,0.5195,21.752,45.973,0,0.000
22,533,1024,0.5205,22.140,45.167,0,0.000
23,534,1024,0.5215,21.973,45.510,0,0.000
24,535,1024,0.5225,21.830,45.809,0,0.000
25,536,1024,0.5234,26.571,37.635,0,0.000
26,537,1024,0.5244,21.768,45.939,0,0.000
27,538,1024,0.5254,21.987,45.481,0,0.000
28,539,1024,0.5264,21.671,46.145,0,0.000
29,540,1024,0.5273,21.675,46.136,0,0.000
30,541,1024,0.5283,22.068,45.314,0,0.000
31,542,1024,0.5293,21.996,45.463,0,0.000
32,543,1024,0.5303,21.741,45.996,0,0.000
33,544,1024,0.5312,21.476,46.564,0,0.000
34,545,1024,0.5322,22.684,44.084,0,0.000
35,546,1024,0.5332,22.187,45.071,0,0.000
36,547,1024,0.5342,22.277,44.889,0,0.000
37,548,1024,0.5352,22.963,43.548,0,0.000
38,549,1024,0.5361,21.904,45.654,0,0.000
39,550,1024,0.5371,22.010,45.434,0,0.000
40,551,1024,0.5381,21.752,45.973,0,0.000
41,552,1024,0.5391,21.796,45.880,0,0.000
42,553,1024,0.5400,21.812,45.846,0,0.000
43,554,1024,0.5410,21.962,45.533,0,0.000
44,555,1024,0.5420,21.856,45.754,0,0.000
45,556,1024,0.5430,21.957,45.544,0,0.000
46,557,1024,0.5439,21.776,45.922,0,0.000
47,558,1024,0.5449,21.463,46.592,0,0.000
48,559,1024,0.5459,21.466,46.585,0,0.000
49,560,1024,0.5469,21.129,47.328,0,0.000
50,561,1024,0.5479,21.343,46.854,0,0.000
51,562,1024,0.5488,21.368,46.799,0,0.000
52,563,1024,0.5498,21.205,47.159,0,0.000
53,564,1024,0.5508,21.143,47.297,0,0.000
54,565,1024,0.5518,21.700,46.083,0,0.000
55,566,1024,0.5527,20.906,47.833,0,0.000
56,567,1024,0.5537,20.833,48.001,0,0.000
57,568,1024,0.5547,21.616,46.262,0,0.000
58,569,1024,0.5557,21.399,46.731,0,0.000
59,570,1024,0.5566,21.636,46.219,0,0.000
60,571,1024,0.5576,21.684,46.117,0,0.000
61,572,1024,0.5586,21.798,45.876,0,0.000
62,573,1024,0.5596,21.488,46.538,0,0.000
63,574,1024,0.5605,21.840,45.788,0,0.000
64,575,1024,0.5615,22.042,45.368,0,0.000
65,576,1024,0.5625,21.831,45.806,0,0.000
66,577,1024,0.5635,21.931,45.598,0,0.000
67,578,1024,0.5645,21.552,46.399,0,0.000
68,579,1024,0.5654,21.847,45.773,0,0.000
69,580,1024,0.5664,21.987,45.481,0,0.000
70,581,1024,0.5674,21.401,46.727,0,0.000
71,582,1024,0.5684,21.667,46.153,0,0.000
72,583,1024,0.5693,21.954,45.550,0,0.000
73,584,1024,0.5703,21.636,46.219,0,0.000
74,585,1024,0.5713,21.397,46.736,0,0.000
75,586,1024,0.5723,22.523,44.399,0,0.000
76,587,1024,0.5732,21.902,45.658,0,0.000
77,588,1024,0.5742,22.227,44.990,0,0.000
78,589,1024,0.5752,22.033,45.386,0,0.000
79,590,1024,0.5762,22.038,45.376,0,0.000
80,591,1024,0.5771,22.247,44.950,0,0.000
81,592,1024,0.5781,21.862,45.741,0,0.000
82,593,1024,0.5791,21.574,46.352,0,0.000
83,594,1024,0.5801,21.606,46.283,0,0.000
84,595,1024,0.5811,21.793,45.886,0,0.000
85,596,1024,0.5820,21.450,46.620,0,0.000
86,597,1024,0.5830,22.064,45.323,0,0.000
