step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha
1,512,2048,0.2500,1597.716,320.457,0,0.000
2,513,2048,0.2505,34.391,29.077,0,0.000
3,514,2048,0.2510,33.015,30.289,0,0.000
4,515,2048,0.2515,32.837,30.453,0,0.000
5,516,2048,0.2520,32.824,30.466,0,0.000
6,517,2048,0.2524,33.011,30.293,0,0.000
7,518,2048,0.2529,32.577,30.697,0,0.000
8,519,2048,0.2534,33.071,30.238,0,0.000
9,520,2048,0.2539,32.525,30.746,0,0.000
10,521,2048,0.2544,32.840,30.451,0,0.000
11,522,2048,0.2549,32.487,30.782,0,0.000
12,523,2048,0.2554,33.413,29.928,0,0.000
13,524,2048,0.2559,33.895,29.503,0,0.000
14,525,2048,0.2563,33.987,29.423,0,0.000
15,526,2048,0.2568,33.827,29.562,0,0.000
16,527,2048,0.2573,33.868,29.526,0,0.000
17,528,2048,0.2578,34.015,29.399,0,0.000
18,529,2048,0.2583,34.040,29.377,0,0.000
19,530,2048,0.2588,33.960,29.446,0,0.000
20,531,2048,0.2593,34.115,29.313,0,0.000
21,532,2048,0.2598,33.093,30.218,0,0.000
22,533,2048,0.2603,29.523,33.872,0,0.000
23,534,2048,0.2607,29.318,34.109,0,0.000
24,535,2048,0.2612,28.826,34.691,0,0.000
25,536,2048,0.2617,28.496,35.093,0,0.000
26,537,2048,0.2622,28.826,34.691,0,0.000
27,538,2048,0.2627,28.355,35.267,0,0.000
28,539,2048,0.2632,28.514,35.070,0,0.000
29,540,2048,0.2637,28.368,35.251,0,0.000
30,541,2048,0.2642,28.027,35.680,0,0.000
31,542,2048,0.2646,28.091,35.599,0,0.000
32,543,2048,0.2651,28.118,35.564,0,0.000
33,544,2048,0.2656,28.058,35.640,0,0.000
34,545,2048,0.2661,28.044,35.658,0,0.000
35,546,2048,0.2666,28.058,35.640,0,0.000
36,547,2048,0.2671,28.534,35.046,0,0.000
37,548,2048,0.2676,28.490,35.100,0,0.000
38,549,2048,0.2681,28.485,35.106,0,0.000
39,550,2048,0.2686,28.573,34.998,0,0.000
40,551,2048,0.2690,28.469,35.126,0,0.000
41,552,2048,0.2695,28.867,34.642,0,0.000
42,553,2048,0.2700,29.075,34.394,0,0.000
43,554,2048,0.2705,29.010,34.471,0,0.000
44,555,2048,0.2710,29.489,33.911,0,0.000
45,556,2048,0.2715,29.436,33.972,0,0.000
46,557,2048,0.2720,29.817,33.538,0,0.000
47,558,2048,0.2725,29.903,33.441,0,0.000
48,559,2048,0.2729,30.479,32.809,0,0.000
49,560,2048,0.2734,30.774,32.495,0,0.000
50,561,2048,0.2739,30.678,32.597,0,0.000
51,562,2048,0.2744,31.014,32.244,0,0.000
52,563,2048,0.2749,32.247,31.011,0,0.000
53,564,2048,0.2754,32.335,30.926,0,0.000
54,565,2048,0.2759,33.027,30.278,0,0.000
55,566,2048,0.2764,33.471,29.877,0,0.000
56,567,2048,0.2769,34.009,29.404,0,0.000
57,568,2048,0.2773,34.894,28.658,0,0.000
58,569,2048,0.2778,35.283,28.342,0,0.000
59,570,2048,0.2783,36.354,27.507,0,0.000
60,571,2048,0.2788,37.160,26.911,0,0.000
61,572,2048,0.2793,38.011,26.308,0,0.000
62,573,2048,0.2798,38.814,25.764,0,0.000
63,574,2048,0.2803,39.744,25.161,0,0.000
64,575,2048,0.2808,41.897,23.868,0,0.000
65,576,2048,0.2812,41.022,24.377,0,0.000
66,577,2048,0.2817,41.941,23.843,0,0.000
67,578,2048,0.2822,43.041,23.234,0,0.000
68,579,2048,0.2827,44.870,22.287,0,0.000
69,580,2048,0.2832,46.044,21.718,0,0.000
70,581,2048,0.2837,46.314,21.592,0,0.000
71,582,2048,0.2842,49.321,20.275,0,0.000
72,583,2048,0.2847,48.775,20.502,0,0.000
73,584,2048,0.2852,50.320,19.873,0,0.000
74,585,2048,0.2856,52.758,18.954,0,0.000
75,586,2048,0.2861,54.488,18.353,0,0.000
76,587,2048,0.2866,54.591,18.318,0,0.000
77,588,2048,0.2871,64.737,15.447,0,0.000
78,589,2048,0.2876,71.392,14.007,0,0.000
79,590,2048,0.2881,74.073,13.500,0,0.000
80,591,2048,0.2886,79.439,12.588,0,0.000
81,592,2048,0.2891,80.801,12.376,0,0.000
82,593,2048,0.2896,79.222,12.623,0,0.000
83,594,2048,0.2900,78.368,12.760,0,0.000
84,595,2048,0.2905,65.419,15.286,0,0.000
85,596,2048,0.2910,57.272,17.461,0,0.000
86,597,2048,0.2915,53.990,18.522,0,0.000
87,598,2048,0.2920,58.819,17.001,0,0.000
88,599,2048,0.2925,57.500,17.391,0,0.000
89,600,2048,0.2930,62.240,16.067,0,0.000
90,601,2048,0.2935,62.553,15.986,0,0.000
91,602,2048,0.2939,59.804,16.721,0,0.000
92,603,2048,0.2944,62.247,16.065,0,0.000
93,604,2048,0.2949,61.221,16.334,0,0.000
94,605,2048,0.2954,61.303,16.312,0,0.000
95,606,2048,0.2959,61.287,16.317,0,0.000
96,607,2048,0.2964,61.281,16.318,0,0.000
97,608,2048,0.2969,63.243,15.812,0,0.000
98,609,2048,0.2974,57.223,17.475,0,0.000
99,610,2048,0.2979,57.372,17.430,0,0.000
100,611,2048,0.2983,56.453,17.714,0,0.000
101,612,2048,0.2988,47.320,21.133,0,0.000
102,613,2048,0.2993,45.402,22.025,0,0.000
103,614,2048,0.2998,49.378,20.252,0,0.000
104,615,2048,0.3003,49.719,20.113,0,0.000
105,616,2048,0.3008,49.826,20.070,0,0.000
106,617,2048,0.3013,46.092,21.696,0,0.000
107,618,2048,0.3018,39.474,25.333,0,0.000
108,619,2048,0.3022,40.500,24.691,0,0.000
109,620,2048,0.3027,37.096,26.957,0,0.000
110,621,2048,0.3032,36.308,27.542,0,0.000
111,622,2048,0.3037,36.041,27.746,0,0.000
112,623,2048,0.3042,35.250,28.369,0,0.000
113,624,2048,0.3047,35.284,28.341,0,0.000
114,625,2048,0.3052,34.162,29.272,0,0.000
115,626,2048,0.3057,34.011,29.402,0,0.000
116,627,2048,0.3062,34.116,29.312,0,0.000
117,628,2048,0.3066,34.021,29.394,0,0.000
118,629,2048,0.3071,34.136,29.295,0,0.000
119,630,2048,0.3076,33.501,29.850,0,0.000
120,631,2048,0.3081,33.420,29.922,0,0.000
121,632,2048,0.3086,33.140,30.175,0,0.000
122,633,2048,0.3091,33.675,29.696,0,0.000
123,634,2048,0.3096,35.045,28.535,0,0.000
124,635,2048,0.3101,33.844,29.547,0,0.000
125,636,2048,0.3105,33.826,29.563,0,0.000
126,637,2048,0.3110,33.924,29.478,0,0.000
127,638,2048,0.3115,34.009,29.404,0,0.000
128,639,2048,0.3120,33.865,29.529,0,0.000
129,640,2048,0.3125,33.942,29.462,0,0.000
130,641,2048,0.3130,33.942,29.462,0,0.000
131,642,2048,0.3135,34.045,29.373,0,0.000
132,643,2048,0.3140,34.211,29.230,0,0.000
133,644,2048,0.3145,34.269,29.181,0,0.000
134,645,2048,0.3149,34.654,28.857,0,0.000
135,646,2048,0.3154,35.234,28.382,0,0.000
136,647,2048,0.3159,35.071,28.514,0,0.000
137,648,2048,0.3164,35.221,28.392,0,0.000
138,649,2048,0.3169,36.323,27.531,0,0.000
139,650,2048,0.3174,36.575,27.341,0,0.000
140,651,2048,0.3179,35.839,27.903,0,0.000
141,652,2048,0.3184,36.330,27.525,0,0.000
142,653,2048,0.3188,37.420,26.724,0,0.000
143,654,2048,0.3193,37.708,26.520,0,0.000
144,655,2048,0.3198,38.281,26.123,0,0.000
145,656,2048,0.3203,38.948,25.675,0,0.000
146,657,2048,0.3208,39.432,25.360,0,0.000
147,658,2048,0.3213,39.824,25.110,0,0.000
148,659,2048,0.3218,40.190,24.882,0,0.000
149,660,2048,0.3223,41.279,24.225,0,0.000
150,661,2048,0.3228,41.615,24.030,0,0.000
151,662,2048,0.3232,41.479,24.109,0,0.000
152,663,2048,0.3237,41.336,24.192,0,0.000
153,664,2048,0.3242,43.126,23.188,0,0.000
154,665,2048,0.3247,43.059,23.224,0,0.000
155,666,2048,0.3252,43.366,23.060,0,0.000
156,667,2048,0.3257,43.177,23.160,0,0.000
157,668,2048,0.3262,46.482,21.514,0,0.000
158,669,2048,0.3267,47.290,21.146,0,0.000
159,670,2048,0.3271,47.012,21.271,0,0.000
160,671,2048,0.3276,50.277,19.890,0,0.000
161,672,2048,0.3281,55.174,18.124,0,0.000
162,673,2048,0.3286,60.510,16.526,0,0.000
163,674,2048,0.3291,62.039,16.119,0,0.000
164,675,2048,0.3296,66.894,14.949,0,0.000
165,676,2048,0.3301,67.853,14.738,0,0.000
166,677,2048,0.3306,72.131,13.864,0,0.000
167,678,2048,0.3311,75.871,13.180,0,0.000
168,679,2048,0.3315,74.288,13.461,0,0.000
169,680,2048,0.3320,73.456,13.614,0,0.000
170,681,2048,0.3325,72.001,13.889,0,0.000
171,682,2048,0.3330,68.610,14.575,0,0.000
172,683,2048,0.3335,64.089,15.603,0,0.000
173,684,2048,0.3340,68.546,14.589,0,0.000
174,685,2048,0.3345,68.783,14.538,0,0.000
175,686,2048,0.3350,64.239,15.567,0,0.000
176,687,2048,0.3354,63.553,15.735,0,0.000
177,688,2048,0.3359,63.884,15.653,0,0.000
178,689,2048,0.3364,61.908,16.153,0,0.000
179,690,2048,0.3369,55.929,17.880,0,0.000
180,691,2048,0.3374,57.713,17.327,0,0.000
181,692,2048,0.3379,57.041,17.531,0,0.000
182,693,2048,0.3384,57.661,17.343,0,0.000
183,694,2048,0.3389,57.394,17.423,0,0.000
184,695,2048,0.3394,54.601,18.315,0,0.000
185,696,2048,0.3398,53.502,18.691,0,0.000
186,697,2048,0.3403,53.467,18.703,0,0.000
187,698,2048,0.3408,53.761,18.601,0,0.000
188,699,2048,0.3413,47.400,21.097,0,0.000
189,700,2048,0.3418,43.488,22.995,0,0.000
190,701,2048,0.3423,41.907,23.862,0,0.000
191,702,2048,0.3428,37.857,26.415,0,0.000
192,703,2048,0.3433,36.754,27.208,0,0.000
193,704,2048,0.3438,36.629,27.301,0,0.000
194,705,2048,0.3442,35.473,28.190,0,0.000
195,706,2048,0.3447,35.062,28.521,0,0.000
196,707,2048,0.3452,34.469,29.012,0,0.000
197,708,2048,0.3457,34.355,29.108,0,0.000
198,709,2048,0.3462,35.704,28.008,0,0.000
199,710,2048,0.3467,37.280,26.824,0,0.000
200,711,2048,0.3472,40.444,24.726,0,0.000
201,712,2048,0.3477,40.290,24.820,0,0.000
202,713,2048,0.3481,40.905,24.447,0,0.000
203,714,2048,0.3486,41.915,23.858,0,0.000
204,715,2048,0.3491,42.168,23.715,0,0.000
205,716,2048,0.3496,43.467,23.006,0,0.000
206,717,2048,0.3501,43.220,23.137,0,0.000
207,718,2048,0.3506,45.085,22.180,0,0.000
208,719,2048,0.3511,46.215,21.638,0,0.000
209,720,2048,0.3516,45.829,21.820,0,0.000
210,721,2048,0.3521,45.774,21.846,0,0.000
211,722,2048,0.3525,43.250,23.121,0,0.000
212,723,2048,0.3530,38.568,25.928,0,0.000
213,724,2048,0.3535,38.304,26.107,0,0.000
214,725,2048,0.3540,37.304,26.807,0,0.000
215,726,2048,0.3545,37.431,26.716,0,0.000
216,727,2048,0.3550,37.267,26.833,0,0.000
217,728,2048,0.3555,36.470,27.420,0,0.000
218,729,2048,0.3560,36.492,27.403,0,0.000
219,730,2048,0.3564,40.307,24.810,0,0.000
220,731,2048,0.3569,42.959,23.278,0,0.000
221,732,2048,0.3574,42.131,23.735,0,0.000
222,733,2048,0.3579,37.565,26.621,0,0.000
223,734,2048,0.3584,37.646,26.563,0,0.000
224,735,2048,0.3589,38.025,26.298,0,0.000
225,736,2048,0.3594,37.428,26.718,0,0.000
226,737,2048,0.3599,37.462,26.694,0,0.000
227,738,2048,0.3604,37.080,26.969,0,0.000
228,739,2048,0.3608,37.772,26.475,0,0.000
229,740,2048,0.3613,37.683,26.537,0,0.000
230,741,2048,0.3618,38.088,26.255,0,0.000
231,742,2048,0.3623,39.474,25.333,0,0.000
232,743,2048,0.3628,39.139,25.550,0,0.000
233,744,2048,0.3633,39.184,25.521,0,0.000
234,745,2048,0.3638,38.818,25.761,0,0.000
235,746,2048,0.3643,38.671,25.859,0,0.000
236,747,2048,0.3647,39.959,25.026,0,0.000
237,748,2048,0.3652,40.000,25.000,0,0.000
238,749,2048,0.3657,39.918,25.051,0,0.000
239,750,2048,0.3662,40.681,24.581,0,0.000
240,751,2048,0.3667,40.586,24.639,0,0.000
241,752,2048,0.3672,41.911,23.860,0,0.000
242,753,2048,0.3677,41.839,23.901,0,0.000
243,754,2048,0.3682,41.910,23.861,0,0.000
244,755,2048,0.3687,41.923,23.853,0,0.000
245,756,2048,0.3691,43.181,23.158,0,0.000
246,757,2048,0.3696,44.175,22.637,0,0.000
247,758,2048,0.3701,43.796,22.833,0,0.000
248,759,2048,0.3706,43.670,22.899,0,0.000
249,760,2048,0.3711,50.253,19.899,0,0.000
250,761,2048,0.3716,56.686,17.641,0,0.000
251,762,2048,0.3721,59.845,16.710,0,0.000
252,763,2048,0.3726,62.539,15.990,0,0.000
253,764,2048,0.3730,66.241,15.096,0,0.000
254,765,2048,0.3735,68.126,14.679,0,0.000
255,766,2048,0.3740,71.367,14.012,0,0.000
256,767,2048,0.3745,73.839,13.543,0,0.000
257,768,2048,0.3750,65.367,15.298,0,0.000
258,769,2048,0.3755,56.108,17.823,0,0.000
259,770,2048,0.3760,54.622,18.308,0,0.000
260,771,2048,0.3765,61.782,16.186,0,0.000
261,772,2048,0.3770,57.053,17.528,0,0.000
262,773,2048,0.3774,64.476,15.510,0,0.000
263,774,2048,0.3779,63.685,15.702,0,0.000
264,775,2048,0.3784,63.866,15.658,0,0.000
265,776,2048,0.3789,62.727,15.942,0,0.000
266,777,2048,0.3794,64.532,15.496,0,0.000
267,778,2048,0.3799,61.776,16.188,0,0.000
268,779,2048,0.3804,62.069,16.111,0,0.000
269,780,2048,0.3809,61.828,16.174,0,0.000
270,781,2048,0.3813,62.109,16.101,0,0.000
271,782,2048,0.3818,61.580,16.239,0,0.000
272,783,2048,0.3823,60.929,16.413,0,0.000
273,784,2048,0.3828,61.402,16.286,0,0.000
274,785,2048,0.3833,63.597,15.724,0,0.000
275,786,2048,0.3838,61.608,16.232,0,0.000
276,787,2048,0.3843,58.686,17.040,0,0.000
277,788,2048,0.3848,56.819,17.600,0,0.000
278,789,2048,0.3853,58.316,17.148,0,0.000
279,790,2048,0.3857,57.114,17.509,0,0.000
280,791,2048,0.3862,57.154,17.497,0,0.000
281,792,2048,0.3867,52.317,19.114,0,0.000
282,793,2048,0.3872,53.294,18.764,0,0.000
283,794,2048,0.3877,53.586,18.662,0,0.000
284,795,2048,0.3882,53.783,18.593,0,0.000
285,796,2048,0.3887,54.124,18.476,0,0.000
286,797,2048,0.3892,54.307,18.414,0,0.000
287,798,2048,0.3896,53.914,18.548,0,0.000
288,799,2048,0.3901,52.637,18.998,0,0.000
289,800,2048,0.3906,49.278,20.293,0,0.000
290,801,2048,0.3911,49.423,20.233,0,0.000
291,802,2048,0.3916,42.545,23.505,0,0.000
292,803,2048,0.3921,38.441,26.014,0,0.000
293,804,2048,0.3926,37.789,26.463,0,0.000
294,805,2048,0.3931,37.515,26.656,0,0.000
295,806,2048,0.3936,36.497,27.400,0,0.000
296,807,2048,0.3940,36.555,27.356,0,0.000
