step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha,n_spilled,n_kv
1,512,2048,0.2500,1498.041,341.780,0,0.000,0,512
2,513,2048,0.2505,32.904,30.391,0,0.000,0,768
3,514,2048,0.2510,26.853,37.240,0,0.000,0,768
4,515,2048,0.2515,26.572,37.634,0,0.000,0,768
5,516,2048,0.2520,26.338,37.968,0,0.000,0,768
6,517,2048,0.2524,24.863,40.220,0,0.000,0,768
7,518,2048,0.2529,23.860,41.911,0,0.000,0,768
8,519,2048,0.2534,24.311,41.134,0,0.000,0,768
9,520,2048,0.2539,24.552,40.730,0,0.000,0,768
10,521,2048,0.2544,24.234,41.264,0,0.000,0,768
11,522,2048,0.2549,23.668,42.251,0,0.000,0,768
12,523,2048,0.2554,24.084,41.521,0,0.000,0,768
13,524,2048,0.2559,23.970,41.719,0,0.000,0,768
14,525,2048,0.2563,23.593,42.385,0,0.000,0,768
15,526,2048,0.2568,24.162,41.387,0,0.000,0,768
16,527,2048,0.2573,24.247,41.242,0,0.000,0,768
17,528,2048,0.2578,24.238,41.258,0,0.000,0,768
18,529,2048,0.2583,23.708,42.180,0,0.000,0,768
19,530,2048,0.2588,24.054,41.573,0,0.000,0,768
20,531,2048,0.2593,23.859,41.913,0,0.000,0,768
21,532,2048,0.2598,23.800,42.017,0,0.000,0,768
22,533,2048,0.2603,23.430,42.680,0,0.000,0,768
23,534,2048,0.2607,23.876,41.883,0,0.000,0,768
24,535,2048,0.2612,23.728,42.144,0,0.000,0,768
25,536,2048,0.2617,23.430,42.680,0,0.000,0,768
26,537,2048,0.2622,23.721,42.157,0,0.000,0,768
27,538,2048,0.2627,23.747,42.111,0,0.000,0,768
28,539,2048,0.2632,23.883,41.871,0,0.000,0,768
29,540,2048,0.2637,24.059,41.564,0,0.000,0,768
30,541,2048,0.2642,23.897,41.846,0,0.000,0,768
31,542,2048,0.2646,23.974,41.712,0,0.000,0,768
32,543,2048,0.2651,23.326,42.871,0,0.000,0,768
33,544,2048,0.2656,24.365,41.042,0,0.000,0,768
34,545,2048,0.2661,23.770,42.070,0,0.000,0,768
35,546,2048,0.2666,23.689,42.214,0,0.000,0,768
36,547,2048,0.2671,23.735,42.132,0,0.000,0,768
37,548,2048,0.2676,24.019,41.634,0,0.000,0,768
38,549,2048,0.2681,23.872,41.890,0,0.000,0,768
39,550,2048,0.2686,23.434,42.673,0,0.000,0,768
40,551,2048,0.2690,23.734,42.134,0,0.000,0,768
41,552,2048,0.2695,23.950,41.754,0,0.000,0,768
42,553,2048,0.2700,24.805,40.314,0,0.000,0,768
43,554,2048,0.2705,23.720,42.159,0,0.000,0,768
44,555,2048,0.2710,24.166,41.380,0,0.000,0,768
45,556,2048,0.2715,23.827,41.969,0,0.000,0,768
46,557,2048,0.2720,24.012,41.646,0,0.000,0,768
47,558,2048,0.2725,23.435,42.671,0,0.000,0,768
48,559,2048,0.2729,23.976,41.708,0,0.000,0,768
49,560,2048,0.2734,23.791,42.033,0,0.000,0,768
50,561,2048,0.2739,23.518,42.521,0,0.000,0,768
51,562,2048,0.2744,23.998,41.670,0,0.000,0,768
52,563,2048,0.2749,24.607,40.639,0,0.000,0,768
53,564,2048,0.2754,23.758,42.091,0,0.000,0,768
54,565,2048,0.2759,23.836,41.953,0,0.000,0,768
55,566,2048,0.2764,24.359,41.053,0,0.000,0,768
56,567,2048,0.2769,24.607,40.639,0,0.000,0,768
57,568,2048,0.2773,23.353,42.821,0,0.000,0,768
58,569,2048,0.2778,23.678,42.233,0,0.000,0,768
59,570,2048,0.2783,23.901,41.839,0,0.000,0,768
60,571,2048,0.2788,24.428,40.937,0,0.000,0,768
61,572,2048,0.2793,23.721,42.157,0,0.000,0,768
62,573,2048,0.2798,24.179,41.358,0,0.000,0,768
63,574,2048,0.2803,24.212,41.302,0,0.000,0,768
64,575,2048,0.2808,24.363,41.046,0,0.000,0,768
65,576,2048,0.2812,23.859,41.913,0,0.000,0,768
66,577,2048,0.2817,23.935,41.780,0,0.000,0,768
67,578,2048,0.2822,24.184,41.350,0,0.000,0,768
68,579,2048,0.2827,24.823,40.285,0,0.000,0,768
69,580,2048,0.2832,24.057,41.568,0,0.000,0,768
70,581,2048,0.2837,24.751,40.402,0,0.000,0,768
71,582,2048,0.2842,24.793,40.334,0,0.000,0,768
72,583,2048,0.2847,24.465,40.875,0,0.000,0,768
73,584,2048,0.2852,24.890,40.177,0,0.000,0,768
