step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha,n_spilled,n_kv
1,512,1024,0.5000,1331.636,384.489,0,0.000,0,512
2,513,1024,0.5010,27.396,36.502,0,0.000,0,768
3,514,1024,0.5020,23.511,42.533,0,0.000,0,768
4,515,1024,0.5029,24.281,41.184,0,0.000,0,768
5,516,1024,0.5039,24.031,41.613,0,0.000,0,768
6,517,1024,0.5049,24.304,41.145,0,0.000,0,768
7,518,1024,0.5059,23.523,42.512,0,0.000,0,768
8,519,1024,0.5068,23.064,43.358,0,0.000,0,768
9,520,1024,0.5078,23.020,43.440,0,0.000,0,768
10,521,1024,0.5088,23.400,42.735,0,0.000,0,768
11,522,1024,0.5098,23.823,41.976,0,0.000,0,768
12,523,1024,0.5107,23.060,43.365,0,0.000,0,768
13,524,1024,0.5117,23.331,42.861,0,0.000,0,768
14,525,1024,0.5127,23.317,42.887,0,0.000,0,768
15,526,1024,0.5137,22.958,43.558,0,0.000,0,768
16,527,1024,0.5146,23.383,42.766,0,0.000,0,768
17,528,1024,0.5156,23.321,42.880,0,0.000,0,768
18,529,1024,0.5166,23.222,43.063,0,0.000,0,768
19,530,1024,0.5176,23.053,43.378,0,0.000,0,768
20,531,1024,0.5186,23.512,42.531,0,0.000,0,768
21,532,1024,0.5195,23.409,42.719,0,0.000,0,768
22,533,1024,0.5205,23.009,43.461,0,0.000,0,768
23,534,1024,0.5215,23.811,41.997,0,0.000,0,768
24,535,1024,0.5225,23.739,42.125,0,0.000,0,768
25,536,1024,0.5234,23.071,43.344,0,0.000,0,768
26,537,1024,0.5244,23.373,42.784,0,0.000,0,768
27,538,1024,0.5254,23.444,42.655,0,0.000,0,768
28,539,1024,0.5264,23.548,42.466,0,0.000,0,768
29,540,1024,0.5273,23.685,42.221,0,0.000,0,768
30,541,1024,0.5283,23.399,42.737,0,0.000,0,768
31,542,1024,0.5293,23.380,42.772,0,0.000,0,768
32,543,1024,0.5303,23.131,43.232,0,0.000,0,768
33,544,1024,0.5312,23.364,42.801,0,0.000,0,768
34,545,1024,0.5322,23.362,42.805,0,0.000,0,768
35,546,1024,0.5332,23.034,43.414,0,0.000,0,768
36,547,1024,0.5342,23.115,43.262,0,0.000,0,768
37,548,1024,0.5352,23.648,42.287,0,0.000,0,768
38,549,1024,0.5361,23.921,41.804,0,0.000,0,768
39,550,1024,0.5371,23.097,43.296,0,0.000,0,768
40,551,1024,0.5381,23.529,42.501,0,0.000,0,768
41,552,1024,0.5391,23.380,42.772,0,0.000,0,768
42,553,1024,0.5400,23.204,43.096,0,0.000,0,768
43,554,1024,0.5410,23.354,42.819,0,0.000,0,768
44,555,1024,0.5420,23.347,42.832,0,0.000,0,768
45,556,1024,0.5430,23.548,42.466,0,0.000,0,768
46,557,1024,0.5439,23.413,42.711,0,0.000,0,768
47,558,1024,0.5449,23.344,42.838,0,0.000,0,768
48,559,1024,0.5459,23.421,42.697,0,0.000,0,768
49,560,1024,0.5469,23.083,43.322,0,0.000,0,768
50,561,1024,0.5479,23.795,42.026,0,0.000,0,768
51,562,1024,0.5488,24.084,41.521,0,0.000,0,768
52,563,1024,0.5498,23.598,42.376,0,0.000,0,768
53,564,1024,0.5508,23.134,43.226,0,0.000,0,768
54,565,1024,0.5518,23.420,42.699,0,0.000,0,768
55,566,1024,0.5527,23.421,42.697,0,0.000,0,768
56,567,1024,0.5537,23.131,43.232,0,0.000,0,768
57,568,1024,0.5547,23.483,42.584,0,0.000,0,768
58,569,1024,0.5557,23.744,42.116,0,0.000,0,768
59,570,1024,0.5566,23.030,43.422,0,0.000,0,768
60,571,1024,0.5576,23.412,42.713,0,0.000,0,768
61,572,1024,0.5586,23.389,42.755,0,0.000,0,768
62,573,1024,0.5596,23.640,42.301,0,0.000,0,768
63,574,1024,0.5605,24.093,41.506,0,0.000,0,768
64,575,1024,0.5615,23.549,42.465,0,0.000,0,768
65,576,1024,0.5625,23.416,42.706,0,0.000,0,768
66,577,1024,0.5635,23.245,43.020,0,0.000,0,768
67,578,1024,0.5645,23.828,41.967,0,0.000,0,768
68,579,1024,0.5654,23.526,42.506,0,0.000,0,768
69,580,1024,0.5664,23.457,42.631,0,0.000,0,768
70,581,1024,0.5674,23.127,43.240,0,0.000,0,768
71,582,1024,0.5684,23.849,41.930,0,0.000,0,768
72,583,1024,0.5693,23.344,42.838,0,0.000,0,768
73,584,1024,0.5703,23.108,43.275,0,0.000,0,768
74,585,1024,0.5713,23.502,42.550,0,0.000,0,768
75,586,1024,0.5723,23.651,42.282,0,0.000,0,768
76,587,1024,0.5732,23.560,42.445,0,0.000,0,768
77,588,1024,0.5742,23.610,42.355,0,0.000,0,768
78,589,1024,0.5752,23.741,42.121,0,0.000,0,768
79,590,1024,0.5762,23.653,42.278,0,0.000,0,768
80,591,1024,0.5771,23.160,43.178,0,0.000,0,768
81,592,1024,0.5781,23.386,42.761,0,0.000,0,768
82,593,1024,0.5791,23.495,42.562,0,0.000,0,768
83,594,1024,0.5801,23.562,42.441,0,0.000,0,768
84,595,1024,0.5811,23.265,42.983,0,0.000,0,768
85,596,1024,0.5820,23.438,42.666,0,0.000,0,768
86,597,1024,0.5830,24.079,41.530,0,0.000,0,768
87,598,1024,0.5840,24.653,40.563,0,0.000,0,768
88,599,1024,0.5850,23.729,42.143,0,0.000,0,768
89,600,1024,0.5859,23.608,42.359,0,0.000,0,768
90,601,1024,0.5869,23.823,41.976,0,0.000,0,768
91,602,1024,0.5879,23.594,42.384,0,0.000,0,768
