step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha,n_spilled,n_kv
348,859,1024,0.8389,29.518,33.878,0,0.000,0,1024
349,860,1024,0.8398,28.273,35.369,0,0.000,0,1024
350,861,1024,0.8408,29.098,34.367,0,0.000,0,1024
351,862,1024,0.8418,29.428,33.981,0,0.000,0,1024
352,863,1024,0.8428,29.693,33.678,0,0.000,0,1024
353,864,1024,0.8438,28.723,34.815,0,0.000,0,1024
354,865,1024,0.8447,28.657,34.895,0,0.000,0,1024
355,866,1024,0.8457,34.407,29.064,0,0.000,0,1024
356,867,1024,0.8467,28.181,35.485,0,0.000,0,1024
357,868,1024,0.8477,30.207,33.105,0,0.000,0,1024
358,869,1024,0.8486,28.667,34.883,0,0.000,0,1024
359,870,1024,0.8496,31.004,32.254,0,0.000,0,1024
360,871,1024,0.8506,28.354,35.268,0,0.000,0,1024
361,872,1024,0.8516,27.749,36.037,0,0.000,0,1024
362,873,1024,0.8525,28.836,34.679,0,0.000,0,1024
363,874,1024,0.8535,28.032,35.674,0,0.000,0,1024
364,875,1024,0.8545,27.972,35.750,0,0.000,0,1024
365,876,1024,0.8555,28.163,35.508,0,0.000,0,1024
366,877,1024,0.8564,27.573,36.267,0,0.000,0,1024
367,878,1024,0.8574,28.116,35.567,0,0.000,0,1024
368,879,1024,0.8584,27.923,35.813,0,0.000,0,1024
369,880,1024,0.8594,27.735,36.056,0,0.000,0,1024
370,881,1024,0.8604,32.937,30.361,0,0.000,0,1024
371,882,1024,0.8613,27.976,35.745,0,0.000,0,1024
372,883,1024,0.8623,29.760,33.602,0,0.000,0,1024
373,884,1024,0.8633,33.128,30.186,0,0.000,0,1024
374,885,1024,0.8643,28.341,35.285,0,0.000,0,1024
375,886,1024,0.8652,28.398,35.214,0,0.000,0,1024
376,887,1024,0.8662,28.073,35.621,0,0.000,0,1024
377,888,1024,0.8672,27.868,35.883,0,0.000,0,1024
378,889,1024,0.8682,28.107,35.578,0,0.000,0,1024
379,890,1024,0.8691,28.660,34.892,0,0.000,0,1024
380,891,1024,0.8701,29.764,33.598,0,0.000,0,1024
381,892,1024,0.8711,27.559,36.286,0,0.000,0,1024
382,893,1024,0.8721,28.860,34.650,0,0.000,0,1024
383,894,1024,0.8730,28.904,34.597,0,0.000,0,1024
384,895,1024,0.8740,28.118,35.564,0,0.000,0,1024
385,896,1024,0.8750,27.821,35.944,0,0.000,0,1024
386,897,1024,0.8760,28.118,35.564,0,0.000,0,1024
387,898,1024,0.8770,28.088,35.602,0,0.000,0,1024
388,899,1024,0.8779,27.307,36.621,0,0.000,0,1024
389,900,1024,0.8789,28.550,35.026,0,0.000,0,1024
390,901,1024,0.8799,28.271,35.372,0,0.000,0,1024
391,902,1024,0.8809,28.147,35.528,0,0.000,0,1024
392,903,1024,0.8818,27.949,35.779,0,0.000,0,1024
393,904,1024,0.8828,27.684,36.122,0,0.000,0,1024
394,905,1024,0.8838,29.376,34.041,0,0.000,0,1024
395,906,1024,0.8848,27.529,36.325,0,0.000,0,1024
396,907,1024,0.8857,29.701,33.669,0,0.000,0,1024
397,908,1024,0.8867,27.648,36.169,0,0.000,0,1024
398,909,1024,0.8877,27.984,35.735,0,0.000,0,1024
399,910,1024,0.8887,28.090,35.600,0,0.000,0,1024
400,911,1024,0.8896,28.323,35.307,0,0.000,0,1024
401,912,1024,0.8906,27.605,36.225,0,0.000,0,1024
402,913,1024,0.8916,27.853,35.903,0,0.000,0,1024
403,914,1024,0.8926,27.911,35.828,0,0.000,0,1024
404,915,1024,0.8936,28.494,35.095,0,0.000,0,1024
405,916,1024,0.8945,28.331,35.297,0,0.000,0,1024
406,917,1024,0.8955,30.619,32.659,0,0.000,0,1024
407,918,1024,0.8965,27.611,36.217,0,0.000,0,1024
408,919,1024,0.8975,27.585,36.252,0,0.000,0,1024
409,920,1024,0.8984,28.006,35.707,0,0.000,0,1024
410,921,1024,0.8994,27.949,35.779,0,0.000,0,1024
411,922,1024,0.9004,28.778,34.749,0,0.000,0,1024
412,923,1024,0.9014,27.957,35.769,0,0.000,0,1024
413,924,1024,0.9023,28.382,35.234,0,0.000,0,1024
414,925,1024,0.9033,27.909,35.831,0,0.000,0,1024
415,926,1024,0.9043,27.619,36.207,0,0.000,0,1024
416,927,1024,0.9053,28.202,35.458,0,0.000,0,1024
417,928,1024,0.9062,28.010,35.702,0,0.000,0,1024
418,929,1024,0.9072,28.767,34.762,0,0.000,0,1024
419,930,1024,0.9082,28.048,35.653,0,0.000,0,1024
420,931,1024,0.9092,27.738,36.052,0,0.000,0,1024
421,932,1024,0.9102,27.913,35.826,0,0.000,0,1024
422,933,1024,0.9111,27.802,35.969,0,0.000,0,1024
423,934,1024,0.9121,27.919,35.818,0,0.000,0,1024
