step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha,n_spilled,n_kv
1,512,2048,0.2500,1290.341,396.794,0,0.000,0,512
2,513,2048,0.2505,28.243,35.407,0,0.000,0,768
3,514,2048,0.2510,22.973,43.529,0,0.000,0,768
4,515,2048,0.2515,23.909,41.825,0,0.000,0,768
5,516,2048,0.2520,23.564,42.438,0,0.000,0,768
6,517,2048,0.2524,23.849,41.930,0,0.000,0,768
7,518,2048,0.2529,24.448,40.903,0,0.000,0,768
8,519,2048,0.2534,24.257,41.225,0,0.000,0,768
9,520,2048,0.2539,24.963,40.059,0,0.000,0,768
10,521,2048,0.2544,23.218,43.070,0,0.000,0,768
11,522,2048,0.2549,23.461,42.624,0,0.000,0,768
12,523,2048,0.2554,23.462,42.622,0,0.000,0,768
13,524,2048,0.2559,22.984,43.509,0,0.000,0,768
14,525,2048,0.2563,23.431,42.679,0,0.000,0,768
15,526,2048,0.2568,23.527,42.504,0,0.000,0,768
16,527,2048,0.2573,23.471,42.606,0,0.000,0,768
17,528,2048,0.2578,23.091,43.307,0,0.000,0,768
18,529,2048,0.2583,24.153,41.403,0,0.000,0,768
19,530,2048,0.2588,23.503,42.548,0,0.000,0,768
20,531,2048,0.2593,23.206,43.092,0,0.000,0,768
21,532,2048,0.2598,23.585,42.400,0,0.000,0,768
22,533,2048,0.2603,23.489,42.573,0,0.000,0,768
23,534,2048,0.2607,23.398,42.739,0,0.000,0,768
24,535,2048,0.2612,23.037,43.408,0,0.000,0,768
25,536,2048,0.2617,23.513,42.530,0,0.000,0,768
26,537,2048,0.2622,23.532,42.495,0,0.000,0,768
27,538,2048,0.2627,23.153,43.191,0,0.000,0,768
28,539,2048,0.2632,23.344,42.838,0,0.000,0,768
29,540,2048,0.2637,23.483,42.584,0,0.000,0,768
30,541,2048,0.2642,23.247,43.016,0,0.000,0,768
31,542,2048,0.2646,23.708,42.180,0,0.000,0,768
32,543,2048,0.2651,23.641,42.299,0,0.000,0,768
33,544,2048,0.2656,23.355,42.817,0,0.000,0,768
34,545,2048,0.2661,23.175,43.150,0,0.000,0,768
35,546,2048,0.2666,23.557,42.450,0,0.000,0,768
36,547,2048,0.2671,23.569,42.429,0,0.000,0,768
37,548,2048,0.2676,23.301,42.917,0,0.000,0,768
38,549,2048,0.2681,23.618,42.341,0,0.000,0,768
39,550,2048,0.2686,23.623,42.332,0,0.000,0,768
40,551,2048,0.2690,23.531,42.497,0,0.000,0,768
41,552,2048,0.2695,23.217,43.072,0,0.000,0,768
42,553,2048,0.2700,23.453,42.638,0,0.000,0,768
43,554,2048,0.2705,23.463,42.620,0,0.000,0,768
44,555,2048,0.2710,23.741,42.121,0,0.000,0,768
45,556,2048,0.2715,23.450,42.644,0,0.000,0,768
46,557,2048,0.2720,23.302,42.915,0,0.000,0,768
47,558,2048,0.2725,23.386,42.761,0,0.000,0,768
48,559,2048,0.2729,23.134,43.226,0,0.000,0,768
49,560,2048,0.2734,23.511,42.533,0,0.000,0,768
50,561,2048,0.2739,23.478,42.593,0,0.000,0,768
51,562,2048,0.2744,23.107,43.277,0,0.000,0,768
52,563,2048,0.2749,23.447,42.649,0,0.000,0,768
53,564,2048,0.2754,23.632,42.316,0,0.000,0,768
54,565,2048,0.2759,23.084,43.320,0,0.000,0,768
55,566,2048,0.2764,23.333,42.858,0,0.000,0,768
56,567,2048,0.2769,23.385,42.762,0,0.000,0,768
57,568,2048,0.2773,23.728,42.144,0,0.000,0,768
58,569,2048,0.2778,23.816,41.989,0,0.000,0,768
59,570,2048,0.2783,23.365,42.799,0,0.000,0,768
60,571,2048,0.2788,23.421,42.697,0,0.000,0,768
61,572,2048,0.2793,23.258,42.996,0,0.000,0,768
62,573,2048,0.2798,23.477,42.595,0,0.000,0,768
63,574,2048,0.2803,23.421,42.697,0,0.000,0,768
64,575,2048,0.2808,23.786,42.042,0,0.000,0,768
65,576,2048,0.2812,23.205,43.094,0,0.000,0,768
66,577,2048,0.2817,23.679,42.232,0,0.000,0,768
67,578,2048,0.2822,23.390,42.753,0,0.000,0,768
68,579,2048,0.2827,23.184,43.133,0,0.000,0,768
69,580,2048,0.2832,23.461,42.624,0,0.000,0,768
70,581,2048,0.2837,24.153,41.403,0,0.000,0,768
71,582,2048,0.2842,23.586,42.398,0,0.000,0,768
72,583,2048,0.2847,23.094,43.301,0,0.000,0,768
73,584,2048,0.2852,23.414,42.709,0,0.000,0,768
74,585,2048,0.2856,23.477,42.595,0,0.000,0,768
75,586,2048,0.2861,23.115,43.262,0,0.000,0,768
76,587,2048,0.2866,23.492,42.568,0,0.000,0,768
77,588,2048,0.2871,23.468,42.611,0,0.000,0,768
78,589,2048,0.2876,23.284,42.948,0,0.000,0,768
79,590,2048,0.2881,23.399,42.737,0,0.000,0,768
80,591,2048,0.2886,23.334,42.856,0,0.000,0,768
81,592,2048,0.2891,23.325,42.872,0,0.000,0,768
82,593,2048,0.2896,23.359,42.810,0,0.000,0,768
83,594,2048,0.2900,23.468,42.611,0,0.000,0,768
84,595,2048,0.2905,24.087,41.516,0,0.000,0,768
85,596,2048,0.2910,23.073,43.341,0,0.000,0,768
86,597,2048,0.2915,23.437,42.668,0,0.000,0,768
87,598,2048,0.2920,23.633,42.314,0,0.000,0,768
88,599,2048,0.2925,23.517,42.522,0,0.000,0,768
89,600,2048,0.2930,23.151,43.195,0,0.000,0,768
90,601,2048,0.2935,23.470,42.608,0,0.000,0,768
91,602,2048,0.2939,23.365,42.799,0,0.000,0,768
92,603,2048,0.2944,23.482,42.586,0,0.000,0,768
93,604,2048,0.2949,23.421,42.697,0,0.000,0,768
94,605,2048,0.2954,23.430,42.680,0,0.000,0,768
95,606,2048,0.2959,23.112,43.268,0,0.000,0,768
96,607,2048,0.2964,23.794,42.027,0,0.000,0,768
97,608,2048,0.2969,23.948,41.757,0,0.000,0,768
98,609,2048,0.2974,23.584,42.402,0,0.000,0,768
99,610,2048,0.2979,23.087,43.314,0,0.000,0,768
100,611,2048,0.2983,23.604,42.366,0,0.000,0,768
101,612,2048,0.2988,23.353,42.821,0,0.000,0,768
102,613,2048,0.2993,23.170,43.159,0,0.000,0,768
103,614,2048,0.2998,23.526,42.506,0,0.000,0,768
104,615,2048,0.3003,23.402,42.731,0,0.000,0,768
105,616,2048,0.3008,24.040,41.597,0,0.000,0,768
106,617,2048,0.3013,23.719,42.160,0,0.000,0,768
107,618,2048,0.3018,23.528,42.503,0,0.000,0,768
108,619,2048,0.3022,23.689,42.214,0,0.000,0,768
109,620,2048,0.3027,23.378,42.775,0,0.000,0,768
110,621,2048,0.3032,23.931,41.787,0,0.000,0,768
111,622,2048,0.3037,23.540,42.481,0,0.000,0,768
112,623,2048,0.3042,23.129,43.236,0,0.000,0,768
113,624,2048,0.3047,23.815,41.990,0,0.000,0,768
114,625,2048,0.3052,23.530,42.499,0,0.000,0,768
115,626,2048,0.3057,23.486,42.579,0,0.000,0,768
116,627,2048,0.3062,23.191,43.120,0,0.000,0,768
117,628,2048,0.3066,23.704,42.187,0,0.000,0,768
118,629,2048,0.3071,23.378,42.775,0,0.000,0,768
119,630,2048,0.3076,23.139,43.217,0,0.000,0,768
120,631,2048,0.3081,23.360,42.808,0,0.000,0,768
121,632,2048,0.3086,23.791,42.033,0,0.000,0,768
122,633,2048,0.3091,23.478,42.593,0,0.000,0,768
