step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha,n_spilled,n_kv
1,512,2048,0.2500,1377.832,371.598,0,0.000,0,512
2,513,2048,0.2505,30.716,32.556,0,0.000,0,768
3,514,2048,0.2510,24.308,41.139,0,0.000,0,768
4,515,2048,0.2515,24.231,41.269,0,0.000,0,768
5,516,2048,0.2520,23.665,42.256,0,0.000,0,768
6,517,2048,0.2524,23.328,42.867,0,0.000,0,768
7,518,2048,0.2529,23.696,42.201,0,0.000,0,768
8,519,2048,0.2534,23.493,42.566,0,0.000,0,768
9,520,2048,0.2539,23.255,43.002,0,0.000,0,768
10,521,2048,0.2544,23.385,42.762,0,0.000,0,768
11,522,2048,0.2549,24.005,41.658,0,0.000,0,768
12,523,2048,0.2554,23.445,42.653,0,0.000,0,768
13,524,2048,0.2559,23.254,43.003,0,0.000,0,768
14,525,2048,0.2563,24.115,41.468,0,0.000,0,768
15,526,2048,0.2568,24.074,41.539,0,0.000,0,768
16,527,2048,0.2573,23.212,43.081,0,0.000,0,768
17,528,2048,0.2578,23.610,42.355,0,0.000,0,768
18,529,2048,0.2583,23.561,42.443,0,0.000,0,768
19,530,2048,0.2588,23.134,43.226,0,0.000,0,768
20,531,2048,0.2593,23.717,42.164,0,0.000,0,768
21,532,2048,0.2598,23.508,42.539,0,0.000,0,768
22,533,2048,0.2603,23.525,42.508,0,0.000,0,768
23,534,2048,0.2607,23.267,42.979,0,0.000,0,768
24,535,2048,0.2612,23.963,41.731,0,0.000,0,768
25,536,2048,0.2617,23.410,42.717,0,0.000,0,768
26,537,2048,0.2622,23.160,43.178,0,0.000,0,768
27,538,2048,0.2627,23.838,41.950,0,0.000,0,768
28,539,2048,0.2632,23.717,42.164,0,0.000,0,768
29,540,2048,0.2637,23.327,42.869,0,0.000,0,768
30,541,2048,0.2642,23.021,43.439,0,0.000,0,768
31,542,2048,0.2646,23.324,42.874,0,0.000,0,768
32,543,2048,0.2651,23.560,42.445,0,0.000,0,768
33,544,2048,0.2656,23.161,43.176,0,0.000,0,768
34,545,2048,0.2661,23.594,42.384,0,0.000,0,768
35,546,2048,0.2666,23.551,42.461,0,0.000,0,768
36,547,2048,0.2671,23.612,42.351,0,0.000,0,768
37,548,2048,0.2676,23.079,43.329,0,0.000,0,768
38,549,2048,0.2681,23.873,41.888,0,0.000,0,768
39,550,2048,0.2686,23.941,41.769,0,0.000,0,768
40,551,2048,0.2690,24.125,41.451,0,0.000,0,768
41,552,2048,0.2695,23.501,42.551,0,0.000,0,768
42,553,2048,0.2700,23.480,42.589,0,0.000,0,768
43,554,2048,0.2705,23.103,43.284,0,0.000,0,768
44,555,2048,0.2710,23.882,41.873,0,0.000,0,768
45,556,2048,0.2715,23.546,42.470,0,0.000,0,768
46,557,2048,0.2720,23.872,41.890,0,0.000,0,768
47,558,2048,0.2725,23.354,42.819,0,0.000,0,768
48,559,2048,0.2729,23.873,41.888,0,0.000,0,768
49,560,2048,0.2734,23.528,42.503,0,0.000,0,768
50,561,2048,0.2739,23.196,43.111,0,0.000,0,768
51,562,2048,0.2744,23.557,42.450,0,0.000,0,768
52,563,2048,0.2749,23.895,41.850,0,0.000,0,768
53,564,2048,0.2754,24.116,41.466,0,0.000,0,768
54,565,2048,0.2759,23.966,41.726,0,0.000,0,768
55,566,2048,0.2764,23.624,42.330,0,0.000,0,768
56,567,2048,0.2769,23.953,41.748,0,0.000,0,768
57,568,2048,0.2773,23.812,41.996,0,0.000,0,768
58,569,2048,0.2778,23.505,42.544,0,0.000,0,768
59,570,2048,0.2783,23.916,41.813,0,0.000,0,768
60,571,2048,0.2788,24.032,41.611,0,0.000,0,768
61,572,2048,0.2793,23.438,42.666,0,0.000,0,768
62,573,2048,0.2798,23.642,42.298,0,0.000,0,768
63,574,2048,0.2803,24.427,40.938,0,0.000,0,768
64,575,2048,0.2808,24.329,41.103,0,0.000,0,768
65,576,2048,0.2812,23.532,42.495,0,0.000,0,768
66,577,2048,0.2817,23.729,42.143,0,0.000,0,768
67,578,2048,0.2822,24.564,40.710,0,0.000,0,768
68,579,2048,0.2827,23.869,41.895,0,0.000,0,768
69,580,2048,0.2832,24.218,41.292,0,0.000,0,768
70,581,2048,0.2837,24.140,41.425,0,0.000,0,768
71,582,2048,0.2842,24.448,40.903,0,0.000,0,768
72,583,2048,0.2847,24.246,41.244,0,0.000,0,768
73,584,2048,0.2852,24.335,41.093,0,0.000,0,768
74,585,2048,0.2856,24.384,41.010,0,0.000,0,768
75,586,2048,0.2861,24.525,40.775,0,0.000,0,768
76,587,2048,0.2866,24.769,40.373,0,0.000,0,768
77,588,2048,0.2871,24.733,40.432,0,0.000,0,768
78,589,2048,0.2876,24.791,40.337,0,0.000,0,768
79,590,2048,0.2881,25.156,39.752,0,0.000,0,768
80,591,2048,0.2886,24.730,40.437,0,0.000,0,768
81,592,2048,0.2891,25.290,39.541,0,0.000,0,768
82,593,2048,0.2896,25.168,39.733,0,0.000,0,768
83,594,2048,0.2900,25.171,39.728,0,0.000,0,768
84,595,2048,0.2905,25.031,39.950,0,0.000,0,768
85,596,2048,0.2910,25.393,39.381,0,0.000,0,768
86,597,2048,0.2915,25.129,39.795,0,0.000,0,768
87,598,2048,0.2920,25.935,38.558,0,0.000,0,768
88,599,2048,0.2925,25.308,39.513,0,0.000,0,768
89,600,2048,0.2930,26.767,37.359,0,0.000,0,768
90,601,2048,0.2935,28.467,35.128,0,0.000,0,768
91,602,2048,0.2939,26.356,37.942,0,0.000,0,768
92,603,2048,0.2944,26.680,37.481,0,0.000,0,768
93,604,2048,0.2949,26.328,37.982,0,0.000,0,768
94,605,2048,0.2954,27.005,37.030,0,0.000,0,768
95,606,2048,0.2959,26.868,37.219,0,0.000,0,768
96,607,2048,0.2964,27.157,36.823,0,0.000,0,768
97,608,2048,0.2969,27.372,36.534,0,0.000,0,768
98,609,2048,0.2974,27.689,36.115,0,0.000,0,768
99,610,2048,0.2979,27.123,36.869,0,0.000,0,768
100,611,2048,0.2983,27.926,35.809,0,0.000,0,768
101,612,2048,0.2988,27.766,36.015,0,0.000,0,768
102,613,2048,0.2993,28.381,35.235,0,0.000,0,768
103,614,2048,0.2998,28.420,35.186,0,0.000,0,768
104,615,2048,0.3003,28.483,35.109,0,0.000,0,768
105,616,2048,0.3008,28.154,35.519,0,0.000,0,768
106,617,2048,0.3013,29.198,34.249,0,0.000,0,768
107,618,2048,0.3018,29.524,33.871,0,0.000,0,768
108,619,2048,0.3022,29.166,34.286,0,0.000,0,768
109,620,2048,0.3027,29.674,33.700,0,0.000,0,768
110,621,2048,0.3032,29.632,33.747,0,0.000,0,768
111,622,2048,0.3037,30.059,33.268,0,0.000,0,768
112,623,2048,0.3042,30.178,33.137,0,0.000,0,768
113,624,2048,0.3047,29.908,33.436,0,0.000,0,768
114,625,2048,0.3052,30.605,32.674,0,0.000,0,768
115,626,2048,0.3057,30.030,33.300,0,0.000,0,768
116,627,2048,0.3062,30.240,33.069,0,0.000,0,768
117,628,2048,0.3066,31.363,31.885,0,0.000,0,768
118,629,2048,0.3071,30.927,32.334,0,0.000,0,768
119,630,2048,0.3076,30.830,32.436,0,0.000,0,768
