prompt,arm,steps,max_eps,min_slack,steps_at_risk,actual_flips,eps_q1,eps_q2,eps_q3,eps_q4,eps_r_vs_step,ref_min_margin
passkey,p3_cpu_c1024,512,0.03328061103820801,-0.017023086547851562,3,0,0.012682396918535233,0.01372151868417859,0.015081014716997743,0.013531170785427094,0.10446327535724008,0.01831817626953125
passkey,p3_dev_c1024,512,0.014552831649780273,0.010534524917602539,0,0,0.004319416359066963,0.005205644527450204,0.004799018381163478,0.004093804396688938,-0.11670877870567979,0.01831817626953125
passkey,p4_h2o_c1024,512,27.791767120361328,-48.279245376586914,503,475,14.759166970849037,17.68435761332512,17.700079455971718,17.105798728764057,0.21438919525623668,0.01831817626953125
prose,p3_cpu_c1024,512,33.43436050415039,-59.26887893676758,140,124,0.016544862184673548,0.0180056425742805,2.48558496683836,18.942817075178027,0.7029501615745631,0.041057586669921875
prose,p3_dev_c1024,512,0.020390987396240234,0.0183563232421875,0,0,0.006859923480078578,0.0064971791580319405,0.006139962002635002,0.005523698986507952,-0.27070282833350595,0.041057586669921875
prose,p4_h2o_c1024,512,33.688114166259766,-62.229862213134766,509,440,20.222288258373737,20.506306014955044,19.71399413049221,18.391334529966116,-0.083253668698537,0.041057586669921875
