step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha
1,256,4096,0.0625,600.363,426.409,0,0.000
2,512,4096,0.1250,591.827,432.559,0,0.000
3,768,4096,0.1875,598.676,427.610,0,0.000
4,1024,4096,0.2500,606.273,422.252,0,0.000
5,1280,4096,0.3125,613.847,417.042,0,0.000
6,1536,4096,0.3750,619.315,413.360,0,0.000
7,1792,4096,0.4375,629.583,406.618,0,0.000
8,2048,4096,0.5000,637.747,401.413,0,0.000
9,2304,4096,0.5625,642.450,398.475,0,0.000
10,2560,4096,0.6250,650.481,393.555,0,0.000
11,2816,4096,0.6875,662.857,386.207,0,0.000
12,3072,4096,0.7500,671.617,381.170,0,0.000
13,3328,4096,0.8125,680.531,376.177,0,0.000
14,3584,4096,0.8750,689.132,371.482,0,0.000
15,3834,4096,0.9360,694.371,360.038,0,0.000
16,3835,4096,0.9363,29.578,33.809,0,0.000
17,3836,4096,0.9365,29.036,34.440,0,0.000
18,3837,4096,0.9368,28.976,34.511,0,0.000
19,3838,4096,0.9370,28.707,34.835,0,0.000
20,3839,4096,0.9373,28.892,34.612,0,0.000
21,3840,4096,0.9375,28.991,34.493,0,0.000
22,3841,4096,0.9377,30.112,33.209,0,0.000
23,3842,4096,0.9380,29.486,33.914,0,0.000
24,3843,4096,0.9382,29.390,34.025,0,0.000
25,3844,4096,0.9385,29.466,33.937,0,0.000
26,3845,4096,0.9387,29.543,33.849,0,0.000
27,3846,4096,0.9390,29.310,34.118,0,0.000
28,3847,4096,0.9392,29.555,33.835,0,0.000
29,3848,4096,0.9395,29.422,33.988,0,0.000
30,3849,4096,0.9397,29.436,33.972,0,0.000
31,3850,4096,0.9399,29.583,33.803,0,0.000
32,3851,4096,0.9402,29.441,33.966,0,0.000
33,3852,4096,0.9404,29.647,33.730,0,0.000
34,3853,4096,0.9407,29.529,33.865,0,0.000
35,3854,4096,0.9409,29.375,34.043,0,0.000
36,3855,4096,0.9412,29.403,34.010,0,0.000
37,3856,4096,0.9414,29.444,33.963,0,0.000
38,3857,4096,0.9417,29.461,33.943,0,0.000
39,3858,4096,0.9419,29.552,33.839,0,0.000
40,3859,4096,0.9421,29.488,33.912,0,0.000
41,3860,4096,0.9424,29.289,34.143,0,0.000
42,3861,4096,0.9426,29.447,33.959,0,0.000
43,3862,4096,0.9429,29.438,33.970,0,0.000
44,3863,4096,0.9431,29.479,33.922,0,0.000
45,3864,4096,0.9434,29.387,34.029,0,0.000
46,3865,4096,0.9436,29.382,34.034,0,0.000
