step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha
1,256,4096,0.0625,588.753,434.817,0,0.000
2,512,4096,0.1250,591.369,432.894,0,0.000
3,768,4096,0.1875,649.967,393.866,0,0.000
4,1024,4096,0.2500,604.044,423.810,0,0.000
5,1280,4096,0.3125,610.808,419.117,0,0.000
6,1536,4096,0.3750,619.210,413.430,0,0.000
7,1792,4096,0.4375,629.453,406.702,0,0.000
8,2048,4096,0.5000,634.160,403.684,0,0.000
9,2304,4096,0.5625,646.419,396.028,0,0.000
10,2560,4096,0.6250,651.356,393.026,0,0.000
11,2816,4096,0.6875,663.258,385.973,0,0.000
12,3072,4096,0.7500,669.748,382.233,0,0.000
13,3328,4096,0.8125,681.106,375.859,0,0.000
14,3584,4096,0.8750,686.063,373.144,0,0.000
15,3834,4096,0.9360,691.856,361.347,0,0.000
16,3835,4096,0.9363,33.803,29.583,0,0.000
17,3836,4096,0.9365,29.134,34.324,0,0.000
18,3837,4096,0.9368,28.788,34.737,0,0.000
19,3838,4096,0.9370,29.076,34.393,0,0.000
20,3839,4096,0.9373,29.036,34.440,0,0.000
21,3840,4096,0.9375,29.045,34.429,0,0.000
22,3841,4096,0.9377,30.531,32.754,0,0.000
23,3842,4096,0.9380,29.378,34.039,0,0.000
24,3843,4096,0.9382,29.489,33.911,0,0.000
25,3844,4096,0.9385,29.494,33.905,0,0.000
26,3845,4096,0.9387,29.313,34.115,0,0.000
27,3846,4096,0.9390,29.224,34.218,0,0.000
28,3847,4096,0.9392,29.499,33.899,0,0.000
29,3848,4096,0.9395,29.444,33.963,0,0.000
30,3849,4096,0.9397,29.238,34.202,0,0.000
31,3850,4096,0.9399,29.459,33.945,0,0.000
32,3851,4096,0.9402,29.461,33.943,0,0.000
33,3852,4096,0.9404,29.332,34.092,0,0.000
34,3853,4096,0.9407,29.151,34.304,0,0.000
35,3854,4096,0.9409,29.548,33.843,0,0.000
36,3855,4096,0.9412,29.593,33.792,0,0.000
37,3856,4096,0.9414,29.442,33.965,0,0.000
38,3857,4096,0.9417,29.273,34.161,0,0.000
39,3858,4096,0.9419,29.527,33.867,0,0.000
40,3859,4096,0.9421,29.578,33.809,0,0.000
41,3860,4096,0.9424,29.471,33.932,0,0.000
42,3861,4096,0.9426,29.440,33.967,0,0.000
43,3862,4096,0.9429,29.551,33.840,0,0.000
44,3863,4096,0.9431,29.496,33.903,0,0.000
45,3864,4096,0.9434,29.233,34.208,0,0.000
46,3865,4096,0.9436,29.548,33.843,0,0.000
