step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha,n_spilled
1,512,1024,0.5000,1250.439,409.456,0,0.000,0
2,513,1024,0.5010,25.231,39.634,0,0.000,0
3,514,1024,0.5020,23.257,42.998,0,0.000,0
4,515,1024,0.5029,23.295,42.928,0,0.000,0
5,516,1024,0.5039,23.541,42.479,0,0.000,0
6,517,1024,0.5049,23.513,42.530,0,0.000,0
7,518,1024,0.5059,24.333,41.096,0,0.000,0
8,519,1024,0.5068,24.014,41.642,0,0.000,0
9,520,1024,0.5078,24.265,41.212,0,0.000,0
10,521,1024,0.5088,24.171,41.372,0,0.000,0
11,522,1024,0.5098,24.066,41.552,0,0.000,0
12,523,1024,0.5107,23.313,42.895,0,0.000,0
13,524,1024,0.5117,23.325,42.872,0,0.000,0
14,525,1024,0.5127,23.434,42.673,0,0.000,0
15,526,1024,0.5137,23.376,42.779,0,0.000,0
16,527,1024,0.5146,23.640,42.301,0,0.000,0
17,528,1024,0.5156,23.379,42.773,0,0.000,0
18,529,1024,0.5166,23.390,42.753,0,0.000,0
19,530,1024,0.5176,23.538,42.484,0,0.000,0
20,531,1024,0.5186,23.340,42.845,0,0.000,0
21,532,1024,0.5195,23.545,42.472,0,0.000,0
22,533,1024,0.5205,23.375,42.781,0,0.000,0
23,534,1024,0.5215,23.472,42.604,0,0.000,0
24,535,1024,0.5225,23.341,42.843,0,0.000,0
25,536,1024,0.5234,23.366,42.797,0,0.000,0
26,537,1024,0.5244,23.702,42.191,0,0.000,0
27,538,1024,0.5254,23.433,42.675,0,0.000,0
28,539,1024,0.5264,23.439,42.664,0,0.000,0
29,540,1024,0.5273,23.537,42.486,0,0.000,0
30,541,1024,0.5283,23.581,42.407,0,0.000,0
31,542,1024,0.5293,23.443,42.657,0,0.000,0
32,543,1024,0.5303,23.390,42.753,0,0.000,0
33,544,1024,0.5312,23.676,42.237,0,0.000,0
34,545,1024,0.5322,23.528,42.503,0,0.000,0
35,546,1024,0.5332,23.641,42.299,0,0.000,0
36,547,1024,0.5342,23.785,42.043,0,0.000,0
37,548,1024,0.5352,23.648,42.287,0,0.000,0
38,549,1024,0.5361,23.627,42.324,0,0.000,0
39,550,1024,0.5371,23.486,42.579,0,0.000,0
40,551,1024,0.5381,23.608,42.359,0,0.000,0
41,552,1024,0.5391,23.490,42.571,0,0.000,0
42,553,1024,0.5400,23.437,42.668,0,0.000,0
43,554,1024,0.5410,23.569,42.429,0,0.000,0
44,555,1024,0.5420,23.520,42.517,0,0.000,0
45,556,1024,0.5430,23.516,42.524,0,0.000,0
46,557,1024,0.5439,23.511,42.533,0,0.000,0
47,558,1024,0.5449,23.628,42.323,0,0.000,0
48,559,1024,0.5459,23.450,42.644,0,0.000,0
49,560,1024,0.5469,23.546,42.470,0,0.000,0
50,561,1024,0.5479,23.635,42.310,0,0.000,0
51,562,1024,0.5488,23.577,42.414,0,0.000,0
