step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha,n_spilled
35,1024,1024,1.0000,43.439,23.021,1,0.000,4121
36,1024,1024,1.0000,53.002,18.867,1,0.000,4122
37,1024,1024,1.0000,53.480,18.699,1,0.000,4123
38,1024,1024,1.0000,43.004,23.254,1,0.000,4124
39,1024,1024,1.0000,43.360,23.063,1,0.000,4125
40,1024,1024,1.0000,43.071,23.217,1,0.000,4126
41,1024,1024,1.0000,64.083,15.605,1,0.000,4127
42,1024,1024,1.0000,54.076,18.492,1,0.000,4128
43,1024,1024,1.0000,43.061,23.223,1,0.000,4129
44,1024,1024,1.0000,43.015,23.248,1,0.000,4130
45,1024,1024,1.0000,43.169,23.165,1,0.000,4131
46,1024,1024,1.0000,43.562,22.956,1,0.000,4132
47,1024,1024,1.0000,43.583,22.945,1,0.000,4133
48,1024,1024,1.0000,43.201,23.148,1,0.000,4134
49,1024,1024,1.0000,43.253,23.120,1,0.000,4135
50,1024,1024,1.0000,43.496,22.991,1,0.000,4136
51,1024,1024,1.0000,42.744,23.395,1,0.000,4137
52,1024,1024,1.0000,42.934,23.292,1,0.000,4138
53,1024,1024,1.0000,43.318,23.085,1,0.000,4139
54,1024,1024,1.0000,61.060,16.377,1,0.000,4140
55,1024,1024,1.0000,51.014,19.602,1,0.000,4141
56,1024,1024,1.0000,63.063,15.857,1,0.000,4142
57,1024,1024,1.0000,53.174,18.806,1,0.000,4143
58,1024,1024,1.0000,53.564,18.669,1,0.000,4144
59,1024,1024,1.0000,53.008,18.865,1,0.000,4145
60,1024,1024,1.0000,43.637,22.916,1,0.000,4146
61,1024,1024,1.0000,43.410,23.036,1,0.000,4147
62,1024,1024,1.0000,43.566,22.954,1,0.000,4148
63,1024,1024,1.0000,43.915,22.771,1,0.000,4149
64,1024,1024,1.0000,53.307,18.759,1,0.000,4150
65,1024,1024,1.0000,43.135,23.183,1,0.000,4151
66,1024,1024,1.0000,43.349,23.069,1,0.000,4152
67,1024,1024,1.0000,43.392,23.046,1,0.000,4153
68,1024,1024,1.0000,43.545,22.965,1,0.000,4154
69,1024,1024,1.0000,43.325,23.081,1,0.000,4155
70,1024,1024,1.0000,43.147,23.177,1,0.000,4156
71,1024,1024,1.0000,43.419,23.031,1,0.000,4157
72,1024,1024,1.0000,43.315,23.087,1,0.000,4158
73,1024,1024,1.0000,43.288,23.101,1,0.000,4159
74,1024,1024,1.0000,53.342,18.747,1,0.000,4160
75,1024,1024,1.0000,43.050,23.229,1,0.000,4161
76,1024,1024,1.0000,53.293,18.764,1,0.000,4162
77,1024,1024,1.0000,48.561,20.593,1,0.000,4163
78,1024,1024,1.0000,52.827,18.930,1,0.000,4164
79,1024,1024,1.0000,64.914,15.405,1,0.000,4165
80,1024,1024,1.0000,42.831,23.348,1,0.000,4166
81,1024,1024,1.0000,43.173,23.163,1,0.000,4167
82,1024,1024,1.0000,43.602,22.935,1,0.000,4168
83,1024,1024,1.0000,54.238,18.437,1,0.000,4169
84,1024,1024,1.0000,43.768,22.848,1,0.000,4170
85,1024,1024,1.0000,43.585,22.944,1,0.000,4171
86,1024,1024,1.0000,43.856,22.802,1,0.000,4172
87,1024,1024,1.0000,53.628,18.647,1,0.000,4173
88,1024,1024,1.0000,45.073,22.186,1,0.000,4174
89,1024,1024,1.0000,43.679,22.894,1,0.000,4175
90,1024,1024,1.0000,43.846,22.807,1,0.000,4176
91,1024,1024,1.0000,43.360,23.063,1,0.000,4177
92,1024,1024,1.0000,43.618,22.926,1,0.000,4178
93,1024,1024,1.0000,44.090,22.681,1,0.000,4179
94,1024,1024,1.0000,43.361,23.062,1,0.000,4180
95,1024,1024,1.0000,44.249,22.599,1,0.000,4181
96,1024,1024,1.0000,43.503,22.987,1,0.000,4182
97,1024,1024,1.0000,43.517,22.980,1,0.000,4183
98,1024,1024,1.0000,57.592,17.364,1,0.000,4184
99,1024,1024,1.0000,46.366,21.568,1,0.000,4185
100,1024,1024,1.0000,63.363,15.782,1,0.000,4186
101,1024,1024,1.0000,43.547,22.964,1,0.000,4187
102,1024,1024,1.0000,43.503,22.987,1,0.000,4188
103,1024,1024,1.0000,43.512,22.982,1,0.000,4189
104,1024,1024,1.0000,53.627,18.647,1,0.000,4190
105,1024,1024,1.0000,43.880,22.789,1,0.000,4191
106,1024,1024,1.0000,44.312,22.567,1,0.000,4192
107,1024,1024,1.0000,53.826,18.578,1,0.000,4193
108,1024,1024,1.0000,43.393,23.045,1,0.000,4194
109,1024,1024,1.0000,43.775,22.844,1,0.000,4195
110,1024,1024,1.0000,43.315,23.087,1,0.000,4196
111,1024,1024,1.0000,53.841,18.573,1,0.000,4197
112,1024,1024,1.0000,43.989,22.733,1,0.000,4198
113,1024,1024,1.0000,53.853,18.569,1,0.000,4199
114,1024,1024,1.0000,43.204,23.146,1,0.000,4200
115,1024,1024,1.0000,43.432,23.024,1,0.000,4201
116,1024,1024,1.0000,53.161,18.811,1,0.000,4202
117,1024,1024,1.0000,52.912,18.899,1,0.000,4203
118,1024,1024,1.0000,43.504,22.986,1,0.000,4204
119,1024,1024,1.0000,44.044,22.705,1,0.000,4205
120,1024,1024,1.0000,53.994,18.521,1,0.000,4206
121,1024,1024,1.0000,46.178,21.655,1,0.000,4207
122,1024,1024,1.0000,44.742,22.350,1,0.000,4208
123,1024,1024,1.0000,53.746,18.606,1,0.000,4209
124,1024,1024,1.0000,43.654,22.907,1,0.000,4210
125,1024,1024,1.0000,43.921,22.768,1,0.000,4211
126,1024,1024,1.0000,43.598,22.937,1,0.000,4212
127,1024,1024,1.0000,44.284,22.582,1,0.000,4213
128,1024,1024,1.0000,44.016,22.719,1,0.000,4214
129,1024,1024,1.0000,43.566,22.954,1,0.000,4215
130,1024,1024,1.0000,43.863,22.798,1,0.000,4216
131,1024,1024,1.0000,44.004,22.725,1,0.000,4217
132,1024,1024,1.0000,42.803,23.363,1,0.000,4218
133,1024,1024,1.0000,44.755,22.344,1,0.000,4219
134,1024,1024,1.0000,53.727,18.613,1,0.000,4220
135,1024,1024,1.0000,42.955,23.280,1,0.000,4221
136,1024,1024,1.0000,43.593,22.939,1,0.000,4222
137,1024,1024,1.0000,62.272,16.059,1,0.000,4223
