step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha,n_spilled
1,512,1024,0.5000,1189.474,430.442,0,0.000,0
2,1024,1024,1.0000,1282.572,399.198,0,0.000,0
3,1024,1024,1.0000,1474.783,347.170,1,0.000,512
4,1024,1024,1.0000,1577.498,324.565,1,0.000,1024
5,1024,1024,1.0000,1703.627,300.535,1,0.000,1536
6,1024,1024,1.0000,1790.916,285.887,1,0.000,2048
7,1024,1024,1.0000,1933.665,264.782,1,0.000,2560
8,1024,1024,1.0000,2050.203,249.731,1,0.000,3072
9,1024,1024,1.0000,2194.640,233.296,1,0.000,3584
10,1024,1024,1.0000,2271.004,225.451,1,0.000,4096
11,1024,1024,1.0000,2411.030,212.357,1,0.000,4608
12,1024,1024,1.0000,2549.364,200.834,1,0.000,5120
13,1024,1024,1.0000,2709.802,188.944,1,0.000,5632
14,1024,1024,1.0000,2837.363,180.449,1,0.000,6144
15,1024,1024,1.0000,2988.335,171.333,1,0.000,6656
16,1024,1024,1.0000,3131.034,163.524,1,0.000,7168
17,1024,1024,1.0000,3306.429,154.850,1,0.000,7680
18,1024,1024,1.0000,3335.661,153.493,1,0.000,8192
19,1024,1024,1.0000,49.029,20.396,1,0.000,8193
20,1024,1024,1.0000,44.184,22.633,1,0.000,8194
21,1024,1024,1.0000,43.670,22.899,1,0.000,8195
22,1024,1024,1.0000,43.693,22.887,1,0.000,8196
23,1024,1024,1.0000,44.115,22.668,1,0.000,8197
24,1024,1024,1.0000,43.844,22.808,1,0.000,8198
25,1024,1024,1.0000,43.707,22.880,1,0.000,8199
26,1024,1024,1.0000,43.887,22.786,1,0.000,8200
27,1024,1024,1.0000,43.654,22.907,1,0.000,8201
28,1024,1024,1.0000,43.693,22.887,1,0.000,8202
29,1024,1024,1.0000,43.749,22.858,1,0.000,8203
30,1024,1024,1.0000,43.888,22.785,1,0.000,8204
31,1024,1024,1.0000,43.577,22.948,1,0.000,8205
32,1024,1024,1.0000,43.615,22.928,1,0.000,8206
33,1024,1024,1.0000,43.597,22.937,1,0.000,8207
34,1024,1024,1.0000,43.664,22.902,1,0.000,8208
35,1024,1024,1.0000,43.877,22.791,1,0.000,8209
36,1024,1024,1.0000,44.023,22.715,1,0.000,8210
37,1024,1024,1.0000,43.271,23.110,1,0.000,8211
38,1024,1024,1.0000,43.891,22.784,1,0.000,8212
39,1024,1024,1.0000,43.705,22.881,1,0.000,8213
40,1024,1024,1.0000,44.077,22.688,1,0.000,8214
