step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha,n_spilled
1,512,1024,0.5000,1177.219,434.923,0,0.000,0
2,1024,1024,1.0000,1197.155,427.681,0,0.000,0
3,1024,1024,1.0000,2153.205,237.785,1,0.000,512
4,1024,1024,1.0000,2429.856,210.712,1,0.000,1024
5,1024,1024,1.0000,2815.005,181.882,1,0.000,1536
6,1024,1024,1.0000,3055.202,167.583,1,0.000,2048
7,1024,1024,1.0000,3419.279,149.739,1,0.000,2560
8,1024,1024,1.0000,3774.322,135.654,1,0.000,3072
9,1024,1024,1.0000,4107.537,124.649,1,0.000,3584
10,1024,1024,1.0000,4497.314,113.846,1,0.000,4096
11,1024,1024,1.0000,44.330,22.558,1,0.000,4097
12,1024,1024,1.0000,43.032,23.239,1,0.000,4098
13,1024,1024,1.0000,43.053,23.227,1,0.000,4099
14,1024,1024,1.0000,42.746,23.394,1,0.000,4100
15,1024,1024,1.0000,43.601,22.935,1,0.000,4101
16,1024,1024,1.0000,43.119,23.192,1,0.000,4102
17,1024,1024,1.0000,42.842,23.342,1,0.000,4103
18,1024,1024,1.0000,43.388,23.048,1,0.000,4104
19,1024,1024,1.0000,43.101,23.201,1,0.000,4105
20,1024,1024,1.0000,43.420,23.031,1,0.000,4106
21,1024,1024,1.0000,43.187,23.155,1,0.000,4107
22,1024,1024,1.0000,43.063,23.222,1,0.000,4108
23,1024,1024,1.0000,43.185,23.156,1,0.000,4109
24,1024,1024,1.0000,42.802,23.363,1,0.000,4110
25,1024,1024,1.0000,42.822,23.352,1,0.000,4111
26,1024,1024,1.0000,43.148,23.176,1,0.000,4112
27,1024,1024,1.0000,43.226,23.134,1,0.000,4113
28,1024,1024,1.0000,42.743,23.396,1,0.000,4114
29,1024,1024,1.0000,43.047,23.230,1,0.000,4115
30,1024,1024,1.0000,43.471,23.004,1,0.000,4116
31,1024,1024,1.0000,43.692,22.887,1,0.000,4117
32,1024,1024,1.0000,42.926,23.296,1,0.000,4118
33,1024,1024,1.0000,43.220,23.137,1,0.000,4119
34,1024,1024,1.0000,42.995,23.259,1,0.000,4120
35,1024,1024,1.0000,42.744,23.395,1,0.000,4121
36,1024,1024,1.0000,43.144,23.178,1,0.000,4122
37,1024,1024,1.0000,43.067,23.220,1,0.000,4123
38,1024,1024,1.0000,43.292,23.099,1,0.000,4124
39,1024,1024,1.0000,42.923,23.298,1,0.000,4125
40,1024,1024,1.0000,43.033,23.238,1,0.000,4126
41,1024,1024,1.0000,46.598,21.460,1,0.000,4127
42,1024,1024,1.0000,51.532,19.405,1,0.000,4128
43,1024,1024,1.0000,47.515,21.046,1,0.000,4129
44,1024,1024,1.0000,42.921,23.299,1,0.000,4130
