step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha,n_spilled
1,512,1024,0.5000,1180.049,433.880,0,0.000,0
2,1024,1024,1.0000,1195.900,428.129,0,0.000,0
3,1024,1024,1.0000,2189.588,233.834,1,0.000,512
4,1024,1024,1.0000,2449.918,208.987,1,0.000,1024
5,1024,1024,1.0000,2809.860,182.215,1,0.000,1536
6,1024,1024,1.0000,3087.987,165.804,1,0.000,2048
7,1024,1024,1.0000,3431.709,149.197,1,0.000,2560
8,1024,1024,1.0000,3758.892,136.210,1,0.000,3072
9,1024,1024,1.0000,4187.089,122.281,1,0.000,3584
10,1024,1024,1.0000,4744.577,107.913,1,0.000,4096
11,1024,1024,1.0000,44.922,22.261,1,0.000,4097
12,1024,1024,1.0000,63.724,15.693,1,0.000,4098
13,1024,1024,1.0000,58.298,17.153,1,0.000,4099
14,1024,1024,1.0000,64.087,15.604,1,0.000,4100
15,1024,1024,1.0000,53.231,18.786,1,0.000,4101
16,1024,1024,1.0000,51.021,19.600,1,0.000,4102
17,1024,1024,1.0000,61.131,16.358,1,0.000,4103
18,1024,1024,1.0000,43.291,23.099,1,0.000,4104
19,1024,1024,1.0000,63.085,15.852,1,0.000,4105
20,1024,1024,1.0000,53.751,18.604,1,0.000,4106
21,1024,1024,1.0000,63.153,15.835,1,0.000,4107
22,1024,1024,1.0000,53.367,18.738,1,0.000,4108
23,1024,1024,1.0000,63.608,15.721,1,0.000,4109
24,1024,1024,1.0000,43.534,22.971,1,0.000,4110
25,1024,1024,1.0000,53.253,18.778,1,0.000,4111
26,1024,1024,1.0000,43.089,23.208,1,0.000,4112
27,1024,1024,1.0000,42.896,23.312,1,0.000,4113
28,1024,1024,1.0000,53.697,18.623,1,0.000,4114
29,1024,1024,1.0000,53.121,18.825,1,0.000,4115
30,1024,1024,1.0000,43.179,23.159,1,0.000,4116
31,1024,1024,1.0000,54.049,18.502,1,0.000,4117
32,1024,1024,1.0000,43.516,22.980,1,0.000,4118
33,1024,1024,1.0000,53.917,18.547,1,0.000,4119
34,1024,1024,1.0000,63.707,15.697,1,0.000,4120
35,1024,1024,1.0000,53.910,18.549,1,0.000,4121
36,1024,1024,1.0000,43.885,22.787,1,0.000,4122
37,1024,1024,1.0000,53.098,18.833,1,0.000,4123
