step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha,n_spilled
1,512,1024,0.5000,1176.898,435.042,0,0.000,0
2,1024,1024,1.0000,1194.812,428.519,0,0.000,0
3,1024,1024,1.0000,2129.857,240.392,1,0.000,512
4,1024,1024,1.0000,34.840,28.703,1,0.000,513
5,1024,1024,1.0000,33.607,29.756,1,0.000,514
6,1024,1024,1.0000,33.760,29.621,1,0.000,515
7,1024,1024,1.0000,33.866,29.528,1,0.000,516
8,1024,1024,1.0000,33.886,29.511,1,0.000,517
9,1024,1024,1.0000,33.679,29.692,1,0.000,518
10,1024,1024,1.0000,33.899,29.499,1,0.000,519
11,1024,1024,1.0000,33.969,29.439,1,0.000,520
12,1024,1024,1.0000,33.842,29.549,1,0.000,521
13,1024,1024,1.0000,33.715,29.660,1,0.000,522
14,1024,1024,1.0000,33.873,29.522,1,0.000,523
15,1024,1024,1.0000,33.860,29.533,1,0.000,524
16,1024,1024,1.0000,33.666,29.704,1,0.000,525
17,1024,1024,1.0000,34.305,29.150,1,0.000,526
18,1024,1024,1.0000,37.263,26.836,1,0.000,527
19,1024,1024,1.0000,33.857,29.536,1,0.000,528
20,1024,1024,1.0000,33.890,29.507,1,0.000,529
21,1024,1024,1.0000,34.555,28.939,1,0.000,530
22,1024,1024,1.0000,33.922,29.479,1,0.000,531
23,1024,1024,1.0000,33.844,29.547,1,0.000,532
24,1024,1024,1.0000,33.661,29.708,1,0.000,533
25,1024,1024,1.0000,33.801,29.585,1,0.000,534
26,1024,1024,1.0000,33.799,29.587,1,0.000,535
27,1024,1024,1.0000,43.270,23.111,1,0.000,536
28,1024,1024,1.0000,37.235,26.856,1,0.000,537
29,1024,1024,1.0000,33.764,29.617,1,0.000,538
30,1024,1024,1.0000,33.838,29.553,1,0.000,539
31,1024,1024,1.0000,33.733,29.645,1,0.000,540
32,1024,1024,1.0000,33.670,29.700,1,0.000,541
33,1024,1024,1.0000,33.691,29.682,1,0.000,542
34,1024,1024,1.0000,34.036,29.381,1,0.000,543
35,1024,1024,1.0000,33.901,29.498,1,0.000,544
36,1024,1024,1.0000,33.936,29.467,1,0.000,545
37,1024,1024,1.0000,33.906,29.493,1,0.000,546
38,1024,1024,1.0000,33.673,29.697,1,0.000,547
39,1024,1024,1.0000,33.616,29.748,1,0.000,548
40,1024,1024,1.0000,33.788,29.596,1,0.000,549
41,1024,1024,1.0000,33.693,29.680,1,0.000,550
42,1024,1024,1.0000,33.691,29.682,1,0.000,551
43,1024,1024,1.0000,33.800,29.586,1,0.000,552
44,1024,1024,1.0000,33.606,29.757,1,0.000,553
45,1024,1024,1.0000,33.755,29.625,1,0.000,554
46,1024,1024,1.0000,34.180,29.257,1,0.000,555
47,1024,1024,1.0000,33.798,29.588,1,0.000,556
48,1024,1024,1.0000,33.532,29.822,1,0.000,557
49,1024,1024,1.0000,33.906,29.493,1,0.000,558
50,1024,1024,1.0000,33.829,29.560,1,0.000,559
51,1024,1024,1.0000,33.628,29.737,1,0.000,560
52,1024,1024,1.0000,33.899,29.499,1,0.000,561
53,1024,1024,1.0000,33.731,29.646,1,0.000,562
54,1024,1024,1.0000,33.659,29.710,1,0.000,563
55,1024,1024,1.0000,33.836,29.554,1,0.000,564
56,1024,1024,1.0000,33.609,29.754,1,0.000,565
57,1024,1024,1.0000,34.093,29.332,1,0.000,566
58,1024,1024,1.0000,33.863,29.531,1,0.000,567
59,1024,1024,1.0000,33.698,29.675,1,0.000,568
60,1024,1024,1.0000,33.674,29.697,1,0.000,569
61,1024,1024,1.0000,33.847,29.545,1,0.000,570
62,1024,1024,1.0000,33.954,29.452,1,0.000,571
63,1024,1024,1.0000,33.707,29.667,1,0.000,572
64,1024,1024,1.0000,33.881,29.515,1,0.000,573
65,1024,1024,1.0000,44.045,22.704,1,0.000,574
66,1024,1024,1.0000,33.782,29.602,1,0.000,575
67,1024,1024,1.0000,33.829,29.560,1,0.000,576
68,1024,1024,1.0000,33.948,29.457,1,0.000,577
69,1024,1024,1.0000,34.317,29.140,1,0.000,578
70,1024,1024,1.0000,34.307,29.149,1,0.000,579
71,1024,1024,1.0000,33.818,29.570,1,0.000,580
72,1024,1024,1.0000,33.559,29.798,1,0.000,581
73,1024,1024,1.0000,33.696,29.677,1,0.000,582
74,1024,1024,1.0000,33.935,29.468,1,0.000,583
75,1024,1024,1.0000,34.302,29.153,1,0.000,584
76,1024,1024,1.0000,33.845,29.546,1,0.000,585
77,1024,1024,1.0000,33.670,29.700,1,0.000,586
78,1024,1024,1.0000,33.870,29.525,1,0.000,587
79,1024,1024,1.0000,33.835,29.555,1,0.000,588
80,1024,1024,1.0000,35.991,27.785,1,0.000,589
81,1024,1024,1.0000,33.893,29.505,1,0.000,590
82,1024,1024,1.0000,33.855,29.538,1,0.000,591
83,1024,1024,1.0000,34.196,29.243,1,0.000,592
84,1024,1024,1.0000,33.682,29.689,1,0.000,593
85,1024,1024,1.0000,33.585,29.775,1,0.000,594
86,1024,1024,1.0000,34.376,29.090,1,0.000,595
87,1024,1024,1.0000,45.404,22.024,1,0.000,596
88,1024,1024,1.0000,34.296,29.158,1,0.000,597
89,1024,1024,1.0000,33.636,29.730,1,0.000,598
90,1024,1024,1.0000,33.819,29.569,1,0.000,599
91,1024,1024,1.0000,33.754,29.626,1,0.000,600
92,1024,1024,1.0000,34.058,29.362,1,0.000,601
93,1024,1024,1.0000,33.898,29.500,1,0.000,602
94,1024,1024,1.0000,33.815,29.573,1,0.000,603
95,1024,1024,1.0000,33.807,29.580,1,0.000,604
96,1024,1024,1.0000,33.765,29.616,1,0.000,605
97,1024,1024,1.0000,33.835,29.555,1,0.000,606
98,1024,1024,1.0000,33.608,29.755,1,0.000,607
99,1024,1024,1.0000,33.771,29.611,1,0.000,608
100,1024,1024,1.0000,33.658,29.711,1,0.000,609
101,1024,1024,1.0000,33.726,29.651,1,0.000,610
102,1024,1024,1.0000,33.756,29.624,1,0.000,611
103,1024,1024,1.0000,33.806,29.581,1,0.000,612
104,1024,1024,1.0000,34.282,29.170,1,0.000,613
105,1024,1024,1.0000,33.772,29.610,1,0.000,614
106,1024,1024,1.0000,33.738,29.640,1,0.000,615
107,1024,1024,1.0000,33.788,29.596,1,0.000,616
108,1024,1024,1.0000,33.727,29.650,1,0.000,617
109,1024,1024,1.0000,33.811,29.576,1,0.000,618
110,1024,1024,1.0000,33.877,29.519,1,0.000,619
111,1024,1024,1.0000,33.700,29.674,1,0.000,620
