step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha,n_spilled
1,512,1024,0.5000,1186.501,431.521,0,0.000,0
2,1024,1024,1.0000,1205.401,424.755,0,0.000,0
3,1024,1024,1.0000,2166.541,236.321,1,0.000,512
4,1024,1024,1.0000,2483.482,206.162,1,0.000,1024
5,1024,1024,1.0000,36.322,27.532,1,0.000,1025
6,1024,1024,1.0000,35.935,27.828,1,0.000,1026
7,1024,1024,1.0000,35.160,28.441,1,0.000,1027
8,1024,1024,1.0000,35.231,28.384,1,0.000,1028
9,1024,1024,1.0000,35.571,28.113,1,0.000,1029
10,1024,1024,1.0000,35.629,28.067,1,0.000,1030
11,1024,1024,1.0000,35.189,28.418,1,0.000,1031
12,1024,1024,1.0000,35.304,28.325,1,0.000,1032
13,1024,1024,1.0000,35.016,28.558,1,0.000,1033
14,1024,1024,1.0000,35.638,28.060,1,0.000,1034
15,1024,1024,1.0000,35.243,28.374,1,0.000,1035
16,1024,1024,1.0000,35.122,28.472,1,0.000,1036
17,1024,1024,1.0000,35.031,28.546,1,0.000,1037
18,1024,1024,1.0000,36.023,27.760,1,0.000,1038
19,1024,1024,1.0000,35.382,28.263,1,0.000,1039
20,1024,1024,1.0000,34.855,28.690,1,0.000,1040
21,1024,1024,1.0000,35.172,28.432,1,0.000,1041
22,1024,1024,1.0000,35.938,27.826,1,0.000,1042
23,1024,1024,1.0000,35.561,28.121,1,0.000,1043
24,1024,1024,1.0000,35.661,28.042,1,0.000,1044
25,1024,1024,1.0000,35.514,28.158,1,0.000,1045
26,1024,1024,1.0000,34.823,28.717,1,0.000,1046
27,1024,1024,1.0000,35.233,28.382,1,0.000,1047
28,1024,1024,1.0000,35.135,28.462,1,0.000,1048
29,1024,1024,1.0000,35.178,28.427,1,0.000,1049
30,1024,1024,1.0000,35.496,28.172,1,0.000,1050
31,1024,1024,1.0000,35.256,28.364,1,0.000,1051
32,1024,1024,1.0000,35.467,28.195,1,0.000,1052
33,1024,1024,1.0000,35.440,28.217,1,0.000,1053
34,1024,1024,1.0000,35.154,28.446,1,0.000,1054
