step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha,n_spilled
1,512,1024,0.5000,1190.985,429.896,0,0.000,0
2,1024,1024,1.0000,1205.271,424.801,0,0.000,0
3,1024,1024,1.0000,2165.475,236.438,1,0.000,512
4,1024,1024,1.0000,2464.677,207.735,1,0.000,1024
5,1024,1024,1.0000,36.724,27.230,1,0.000,1025
6,1024,1024,1.0000,34.878,28.671,1,0.000,1026
7,1024,1024,1.0000,35.263,28.358,1,0.000,1027
8,1024,1024,1.0000,35.023,28.553,1,0.000,1028
9,1024,1024,1.0000,36.932,27.077,1,0.000,1029
10,1024,1024,1.0000,35.970,27.801,1,0.000,1030
11,1024,1024,1.0000,35.691,28.018,1,0.000,1031
12,1024,1024,1.0000,35.140,28.458,1,0.000,1032
13,1024,1024,1.0000,35.307,28.323,1,0.000,1033
14,1024,1024,1.0000,35.428,28.226,1,0.000,1034
15,1024,1024,1.0000,34.986,28.583,1,0.000,1035
16,1024,1024,1.0000,35.160,28.441,1,0.000,1036
17,1024,1024,1.0000,35.502,28.167,1,0.000,1037
18,1024,1024,1.0000,38.423,26.026,1,0.000,1038
19,1024,1024,1.0000,37.912,26.377,1,0.000,1039
20,1024,1024,1.0000,35.646,28.054,1,0.000,1040
21,1024,1024,1.0000,35.213,28.399,1,0.000,1041
22,1024,1024,1.0000,35.116,28.477,1,0.000,1042
23,1024,1024,1.0000,35.695,28.015,1,0.000,1043
24,1024,1024,1.0000,35.436,28.220,1,0.000,1044
25,1024,1024,1.0000,35.681,28.026,1,0.000,1045
26,1024,1024,1.0000,37.688,26.534,1,0.000,1046
27,1024,1024,1.0000,35.988,27.787,1,0.000,1047
28,1024,1024,1.0000,35.602,28.088,1,0.000,1048
29,1024,1024,1.0000,34.863,28.684,1,0.000,1049
30,1024,1024,1.0000,35.324,28.309,1,0.000,1050
31,1024,1024,1.0000,35.220,28.393,1,0.000,1051
32,1024,1024,1.0000,45.530,21.964,1,0.000,1052
33,1024,1024,1.0000,40.435,24.731,1,0.000,1053
34,1024,1024,1.0000,35.625,28.070,1,0.000,1054
35,1024,1024,1.0000,35.576,28.109,1,0.000,1055
36,1024,1024,1.0000,36.514,27.387,1,0.000,1056
37,1024,1024,1.0000,35.915,27.844,1,0.000,1057
38,1024,1024,1.0000,35.253,28.366,1,0.000,1058
39,1024,1024,1.0000,35.320,28.313,1,0.000,1059
40,1024,1024,1.0000,35.235,28.381,1,0.000,1060
41,1024,1024,1.0000,35.315,28.317,1,0.000,1061
42,1024,1024,1.0000,35.194,28.414,1,0.000,1062
43,1024,1024,1.0000,35.217,28.395,1,0.000,1063
44,1024,1024,1.0000,35.915,27.844,1,0.000,1064
45,1024,1024,1.0000,35.167,28.436,1,0.000,1065
46,1024,1024,1.0000,35.319,28.313,1,0.000,1066
47,1024,1024,1.0000,35.110,28.482,1,0.000,1067
48,1024,1024,1.0000,35.336,28.300,1,0.000,1068
49,1024,1024,1.0000,35.267,28.355,1,0.000,1069
50,1024,1024,1.0000,35.536,28.140,1,0.000,1070
51,1024,1024,1.0000,35.694,28.016,1,0.000,1071
52,1024,1024,1.0000,36.323,27.531,1,0.000,1072
53,1024,1024,1.0000,36.158,27.656,1,0.000,1073
54,1024,1024,1.0000,35.426,28.228,1,0.000,1074
55,1024,1024,1.0000,35.314,28.317,1,0.000,1075
56,1024,1024,1.0000,35.096,28.493,1,0.000,1076
57,1024,1024,1.0000,35.174,28.430,1,0.000,1077
58,1024,1024,1.0000,35.211,28.400,1,0.000,1078
59,1024,1024,1.0000,35.401,28.248,1,0.000,1079
60,1024,1024,1.0000,34.910,28.645,1,0.000,1080
61,1024,1024,1.0000,35.664,28.039,1,0.000,1081
62,1024,1024,1.0000,35.552,28.128,1,0.000,1082
63,1024,1024,1.0000,38.936,25.683,1,0.000,1083
64,1024,1024,1.0000,35.701,28.010,1,0.000,1084
65,1024,1024,1.0000,36.096,27.704,1,0.000,1085
66,1024,1024,1.0000,35.220,28.393,1,0.000,1086
67,1024,1024,1.0000,35.383,28.262,1,0.000,1087
68,1024,1024,1.0000,35.256,28.364,1,0.000,1088
69,1024,1024,1.0000,35.081,28.505,1,0.000,1089
70,1024,1024,1.0000,35.010,28.563,1,0.000,1090
71,1024,1024,1.0000,35.716,27.999,1,0.000,1091
72,1024,1024,1.0000,35.228,28.387,1,0.000,1092
73,1024,1024,1.0000,35.188,28.419,1,0.000,1093
74,1024,1024,1.0000,35.529,28.146,1,0.000,1094
75,1024,1024,1.0000,34.862,28.685,1,0.000,1095
76,1024,1024,1.0000,35.278,28.346,1,0.000,1096
77,1024,1024,1.0000,35.403,28.246,1,0.000,1097
78,1024,1024,1.0000,35.521,28.152,1,0.000,1098
79,1024,1024,1.0000,35.865,27.882,1,0.000,1099
80,1024,1024,1.0000,35.573,28.111,1,0.000,1100
81,1024,1024,1.0000,35.207,28.403,1,0.000,1101
82,1024,1024,1.0000,37.736,26.500,1,0.000,1102
83,1024,1024,1.0000,35.046,28.534,1,0.000,1103
84,1024,1024,1.0000,35.143,28.455,1,0.000,1104
85,1024,1024,1.0000,35.282,28.343,1,0.000,1105
86,1024,1024,1.0000,35.119,28.475,1,0.000,1106
87,1024,1024,1.0000,35.318,28.314,1,0.000,1107
88,1024,1024,1.0000,35.437,28.219,1,0.000,1108
89,1024,1024,1.0000,42.753,23.390,1,0.000,1109
90,1024,1024,1.0000,42.910,23.305,1,0.000,1110
91,1024,1024,1.0000,35.929,27.833,1,0.000,1111
92,1024,1024,1.0000,36.105,27.697,1,0.000,1112
93,1024,1024,1.0000,35.733,27.985,1,0.000,1113
94,1024,1024,1.0000,35.482,28.183,1,0.000,1114
95,1024,1024,1.0000,35.412,28.239,1,0.000,1115
96,1024,1024,1.0000,35.773,27.954,1,0.000,1116
97,1024,1024,1.0000,35.266,28.356,1,0.000,1117
98,1024,1024,1.0000,35.228,28.387,1,0.000,1118
99,1024,1024,1.0000,35.276,28.348,1,0.000,1119
100,1024,1024,1.0000,35.320,28.313,1,0.000,1120
101,1024,1024,1.0000,35.247,28.371,1,0.000,1121
102,1024,1024,1.0000,35.317,28.315,1,0.000,1122
103,1024,1024,1.0000,35.703,28.009,1,0.000,1123
104,1024,1024,1.0000,35.201,28.408,1,0.000,1124
105,1024,1024,1.0000,36.131,27.677,1,0.000,1125
106,1024,1024,1.0000,35.563,28.119,1,0.000,1126
107,1024,1024,1.0000,35.296,28.332,1,0.000,1127
108,1024,1024,1.0000,35.214,28.398,1,0.000,1128
109,1024,1024,1.0000,35.158,28.443,1,0.000,1129
110,1024,1024,1.0000,35.544,28.134,1,0.000,1130
111,1024,1024,1.0000,34.917,28.639,1,0.000,1131
112,1024,1024,1.0000,35.178,28.427,1,0.000,1132
113,1024,1024,1.0000,35.222,28.391,1,0.000,1133
114,1024,1024,1.0000,35.417,28.235,1,0.000,1134
115,1024,1024,1.0000,35.552,28.128,1,0.000,1135
116,1024,1024,1.0000,35.462,28.199,1,0.000,1136
117,1024,1024,1.0000,35.116,28.477,1,0.000,1137
118,1024,1024,1.0000,35.650,28.050,1,0.000,1138
119,1024,1024,1.0000,35.829,27.910,1,0.000,1139
120,1024,1024,1.0000,35.682,28.025,1,0.000,1140
121,1024,1024,1.0000,36.044,27.744,1,0.000,1141
122,1024,1024,1.0000,38.841,25.746,1,0.000,1142
123,1024,1024,1.0000,35.681,28.026,1,0.000,1143
124,1024,1024,1.0000,35.319,28.313,1,0.000,1144
125,1024,1024,1.0000,35.334,28.301,1,0.000,1145
126,1024,1024,1.0000,35.151,28.449,1,0.000,1146
127,1024,1024,1.0000,35.214,28.398,1,0.000,1147
128,1024,1024,1.0000,35.337,28.299,1,0.000,1148
129,1024,1024,1.0000,35.283,28.342,1,0.000,1149
130,1024,1024,1.0000,35.333,28.302,1,0.000,1150
131,1024,1024,1.0000,35.766,27.960,1,0.000,1151
