step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha,n_spilled
1,512,1024,0.5000,1187.837,431.036,0,0.000,0
2,1024,1024,1.0000,1206.985,424.197,0,0.000,0
3,1024,1024,1.0000,2164.565,236.537,1,0.000,512
4,1024,1024,1.0000,2488.019,205.786,1,0.000,1024
5,1024,1024,1.0000,2840.153,180.272,1,0.000,1536
6,1024,1024,1.0000,3166.730,161.681,1,0.000,2048
7,1024,1024,1.0000,38.396,26.044,1,0.000,2049
8,1024,1024,1.0000,38.774,25.790,1,0.000,2050
9,1024,1024,1.0000,40.429,24.735,1,0.000,2051
10,1024,1024,1.0000,37.689,26.533,1,0.000,2052
11,1024,1024,1.0000,37.526,26.648,1,0.000,2053
12,1024,1024,1.0000,37.454,26.699,1,0.000,2054
13,1024,1024,1.0000,37.713,26.516,1,0.000,2055
14,1024,1024,1.0000,37.608,26.590,1,0.000,2056
15,1024,1024,1.0000,37.756,26.486,1,0.000,2057
16,1024,1024,1.0000,38.139,26.220,1,0.000,2058
17,1024,1024,1.0000,37.709,26.519,1,0.000,2059
18,1024,1024,1.0000,37.516,26.655,1,0.000,2060
19,1024,1024,1.0000,37.458,26.697,1,0.000,2061
20,1024,1024,1.0000,37.463,26.693,1,0.000,2062
21,1024,1024,1.0000,37.388,26.747,1,0.000,2063
22,1024,1024,1.0000,38.222,26.163,1,0.000,2064
23,1024,1024,1.0000,40.771,24.527,1,0.000,2065
24,1024,1024,1.0000,37.296,26.813,1,0.000,2066
25,1024,1024,1.0000,37.870,26.406,1,0.000,2067
26,1024,1024,1.0000,37.993,26.321,1,0.000,2068
27,1024,1024,1.0000,37.387,26.747,1,0.000,2069
28,1024,1024,1.0000,37.396,26.741,1,0.000,2070
29,1024,1024,1.0000,37.692,26.531,1,0.000,2071
30,1024,1024,1.0000,37.074,26.973,1,0.000,2072
31,1024,1024,1.0000,37.243,26.851,1,0.000,2073
32,1024,1024,1.0000,37.543,26.636,1,0.000,2074
33,1024,1024,1.0000,37.519,26.653,1,0.000,2075
34,1024,1024,1.0000,37.574,26.614,1,0.000,2076
35,1024,1024,1.0000,37.343,26.779,1,0.000,2077
36,1024,1024,1.0000,39.607,25.248,1,0.000,2078
37,1024,1024,1.0000,37.659,26.554,1,0.000,2079
38,1024,1024,1.0000,37.139,26.926,1,0.000,2080
39,1024,1024,1.0000,37.390,26.745,1,0.000,2081
40,1024,1024,1.0000,37.071,26.975,1,0.000,2082
41,1024,1024,1.0000,37.865,26.410,1,0.000,2083
42,1024,1024,1.0000,46.286,21.605,1,0.000,2084
43,1024,1024,1.0000,64.878,15.414,1,0.000,2085
44,1024,1024,1.0000,37.804,26.452,1,0.000,2086
45,1024,1024,1.0000,37.321,26.795,1,0.000,2087
46,1024,1024,1.0000,37.625,26.578,1,0.000,2088
47,1024,1024,1.0000,37.437,26.712,1,0.000,2089
48,1024,1024,1.0000,38.055,26.278,1,0.000,2090
49,1024,1024,1.0000,37.471,26.687,1,0.000,2091
50,1024,1024,1.0000,37.514,26.657,1,0.000,2092
51,1024,1024,1.0000,37.843,26.425,1,0.000,2093
52,1024,1024,1.0000,37.845,26.424,1,0.000,2094
53,1024,1024,1.0000,37.440,26.709,1,0.000,2095
54,1024,1024,1.0000,37.446,26.705,1,0.000,2096
55,1024,1024,1.0000,37.586,26.606,1,0.000,2097
56,1024,1024,1.0000,37.578,26.611,1,0.000,2098
57,1024,1024,1.0000,37.922,26.370,1,0.000,2099
58,1024,1024,1.0000,37.187,26.891,1,0.000,2100
59,1024,1024,1.0000,37.411,26.730,1,0.000,2101
60,1024,1024,1.0000,37.450,26.702,1,0.000,2102
61,1024,1024,1.0000,37.737,26.499,1,0.000,2103
62,1024,1024,1.0000,37.821,26.440,1,0.000,2104
63,1024,1024,1.0000,37.646,26.563,1,0.000,2105
64,1024,1024,1.0000,39.263,25.469,1,0.000,2106
65,1024,1024,1.0000,37.958,26.345,1,0.000,2107
66,1024,1024,1.0000,37.491,26.673,1,0.000,2108
67,1024,1024,1.0000,37.428,26.718,1,0.000,2109
68,1024,1024,1.0000,37.325,26.792,1,0.000,2110
69,1024,1024,1.0000,37.498,26.668,1,0.000,2111
70,1024,1024,1.0000,38.089,26.254,1,0.000,2112
71,1024,1024,1.0000,37.407,26.733,1,0.000,2113
72,1024,1024,1.0000,37.134,26.929,1,0.000,2114
73,1024,1024,1.0000,38.007,26.311,1,0.000,2115
74,1024,1024,1.0000,37.732,26.503,1,0.000,2116
75,1024,1024,1.0000,37.446,26.705,1,0.000,2117
76,1024,1024,1.0000,37.577,26.612,1,0.000,2118
77,1024,1024,1.0000,37.782,26.468,1,0.000,2119
78,1024,1024,1.0000,41.303,24.211,1,0.000,2120
79,1024,1024,1.0000,37.102,26.953,1,0.000,2121
80,1024,1024,1.0000,37.214,26.872,1,0.000,2122
81,1024,1024,1.0000,37.706,26.521,1,0.000,2123
82,1024,1024,1.0000,37.713,26.516,1,0.000,2124
83,1024,1024,1.0000,37.422,26.722,1,0.000,2125
84,1024,1024,1.0000,37.360,26.767,1,0.000,2126
85,1024,1024,1.0000,37.368,26.761,1,0.000,2127
86,1024,1024,1.0000,37.372,26.758,1,0.000,2128
87,1024,1024,1.0000,37.293,26.815,1,0.000,2129
88,1024,1024,1.0000,39.737,25.165,1,0.000,2130
89,1024,1024,1.0000,37.490,26.674,1,0.000,2131
90,1024,1024,1.0000,37.738,26.498,1,0.000,2132
91,1024,1024,1.0000,37.116,26.943,1,0.000,2133
92,1024,1024,1.0000,37.434,26.714,1,0.000,2134
93,1024,1024,1.0000,37.571,26.616,1,0.000,2135
94,1024,1024,1.0000,37.454,26.699,1,0.000,2136
95,1024,1024,1.0000,41.570,24.056,1,0.000,2137
96,1024,1024,1.0000,48.462,20.635,1,0.000,2138
97,1024,1024,1.0000,39.027,25.623,1,0.000,2139
98,1024,1024,1.0000,37.776,26.472,1,0.000,2140
99,1024,1024,1.0000,37.549,26.632,1,0.000,2141
100,1024,1024,1.0000,37.821,26.440,1,0.000,2142
101,1024,1024,1.0000,37.550,26.631,1,0.000,2143
102,1024,1024,1.0000,37.464,26.692,1,0.000,2144
103,1024,1024,1.0000,37.573,26.615,1,0.000,2145
104,1024,1024,1.0000,38.043,26.286,1,0.000,2146
105,1024,1024,1.0000,37.474,26.685,1,0.000,2147
106,1024,1024,1.0000,37.829,26.435,1,0.000,2148
107,1024,1024,1.0000,37.786,26.465,1,0.000,2149
108,1024,1024,1.0000,37.158,26.912,1,0.000,2150
109,1024,1024,1.0000,37.454,26.699,1,0.000,2151
110,1024,1024,1.0000,37.625,26.578,1,0.000,2152
111,1024,1024,1.0000,37.579,26.611,1,0.000,2153
112,1024,1024,1.0000,37.404,26.735,1,0.000,2154
113,1024,1024,1.0000,37.735,26.501,1,0.000,2155
114,1024,1024,1.0000,37.813,26.446,1,0.000,2156
115,1024,1024,1.0000,37.705,26.522,1,0.000,2157
116,1024,1024,1.0000,37.574,26.614,1,0.000,2158
117,1024,1024,1.0000,37.303,26.807,1,0.000,2159
118,1024,1024,1.0000,37.316,26.798,1,0.000,2160
119,1024,1024,1.0000,37.585,26.606,1,0.000,2161
120,1024,1024,1.0000,48.587,20.582,1,0.000,2162
121,1024,1024,1.0000,37.712,26.517,1,0.000,2163
122,1024,1024,1.0000,48.885,20.456,1,0.000,2164
123,1024,1024,1.0000,38.120,26.233,1,0.000,2165
124,1024,1024,1.0000,37.647,26.563,1,0.000,2166
125,1024,1024,1.0000,38.070,26.267,1,0.000,2167
126,1024,1024,1.0000,37.990,26.323,1,0.000,2168
127,1024,1024,1.0000,37.789,26.463,1,0.000,2169
128,1024,1024,1.0000,37.603,26.594,1,0.000,2170
129,1024,1024,1.0000,37.974,26.334,1,0.000,2171
130,1024,1024,1.0000,38.188,26.186,1,0.000,2172
131,1024,1024,1.0000,37.468,26.689,1,0.000,2173
132,1024,1024,1.0000,38.044,26.285,1,0.000,2174
133,1024,1024,1.0000,39.427,25.363,1,0.000,2175
