step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha
1,512,4096,0.1250,1156.151,442.849,0,0.000
2,1024,4096,0.2500,1159.678,441.502,0,0.000
3,1536,4096,0.3750,1181.447,433.367,0,0.000
4,2048,4096,0.5000,1206.890,424.231,0,0.000
5,2560,4096,0.6250,1228.139,416.891,0,0.000
6,3072,4096,0.7500,1251.810,409.008,0,0.000
7,3584,4096,0.8750,1279.138,400.270,0,0.000
8,3834,4096,0.9360,653.725,382.424,0,0.000
9,3835,4096,0.9363,80.597,12.407,0,0.000
10,3836,4096,0.9365,23.987,41.689,0,0.000
11,3837,4096,0.9368,22.914,43.641,0,0.000
12,3838,4096,0.9370,22.863,43.739,0,0.000
13,3839,4096,0.9373,22.858,43.748,0,0.000
14,3840,4096,0.9375,22.897,43.674,0,0.000
15,3841,4096,0.9377,23.492,42.568,0,0.000
16,3842,4096,0.9380,22.951,43.571,0,0.000
17,3843,4096,0.9382,22.993,43.491,0,0.000
18,3844,4096,0.9385,22.954,43.565,0,0.000
19,3845,4096,0.9387,22.928,43.615,0,0.000
20,3846,4096,0.9390,22.889,43.689,0,0.000
21,3847,4096,0.9392,22.947,43.579,0,0.000
22,3848,4096,0.9395,22.987,43.503,0,0.000
23,3849,4096,0.9397,23.054,43.376,0,0.000
24,3850,4096,0.9399,22.973,43.529,0,0.000
25,3851,4096,0.9402,22.956,43.562,0,0.000
26,3852,4096,0.9404,22.880,43.706,0,0.000
27,3853,4096,0.9407,22.950,43.573,0,0.000
28,3854,4096,0.9409,22.901,43.666,0,0.000
29,3855,4096,0.9412,22.889,43.689,0,0.000
30,3856,4096,0.9414,22.903,43.662,0,0.000
31,3857,4096,0.9417,23.023,43.435,0,0.000
32,3858,4096,0.9419,23.035,43.412,0,0.000
33,3859,4096,0.9421,22.968,43.539,0,0.000
34,3860,4096,0.9424,23.022,43.437,0,0.000
35,3861,4096,0.9426,22.892,43.683,0,0.000
36,3862,4096,0.9429,23.025,43.431,0,0.000
37,3863,4096,0.9431,23.138,43.219,0,0.000
38,3864,4096,0.9434,22.940,43.592,0,0.000
39,3865,4096,0.9436,22.881,43.704,0,0.000
