step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha
1,858,1024,0.8379,1998.085,429.411,0,0.000
2,859,1024,0.8389,26.246,38.101,0,0.000
3,860,1024,0.8398,21.151,47.279,0,0.000
4,861,1024,0.8408,21.271,47.012,0,0.000
5,862,1024,0.8418,20.951,47.730,0,0.000
6,863,1024,0.8428,21.118,47.353,0,0.000
7,864,1024,0.8438,21.156,47.268,0,0.000
8,865,1024,0.8447,21.179,47.217,0,0.000
9,866,1024,0.8457,21.138,47.308,0,0.000
10,867,1024,0.8467,21.099,47.396,0,0.000
11,868,1024,0.8477,21.084,47.429,0,0.000
12,869,1024,0.8486,21.008,47.601,0,0.000
13,870,1024,0.8496,21.234,47.094,0,0.000
14,871,1024,0.8506,21.100,47.393,0,0.000
15,872,1024,0.8516,21.172,47.232,0,0.000
16,873,1024,0.8525,21.124,47.340,0,0.000
17,874,1024,0.8535,21.097,47.400,0,0.000
18,875,1024,0.8545,21.121,47.346,0,0.000
19,876,1024,0.8555,21.132,47.322,0,0.000
20,877,1024,0.8564,21.103,47.387,0,0.000
21,878,1024,0.8574,21.046,47.515,0,0.000
22,879,1024,0.8584,21.046,47.515,0,0.000
23,880,1024,0.8594,21.164,47.250,0,0.000
24,881,1024,0.8604,21.114,47.362,0,0.000
25,882,1024,0.8613,21.135,47.315,0,0.000
26,883,1024,0.8623,21.089,47.418,0,0.000
27,884,1024,0.8633,21.153,47.275,0,0.000
28,885,1024,0.8643,21.190,47.192,0,0.000
29,886,1024,0.8652,21.146,47.290,0,0.000
30,887,1024,0.8662,21.080,47.438,0,0.000
31,888,1024,0.8672,21.135,47.315,0,0.000
32,889,1024,0.8682,21.271,47.012,0,0.000
