step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha
1,256,1024,0.2500,582.082,439.801,0,0.000
2,512,1024,0.5000,575.253,445.022,0,0.000
3,768,1024,0.7500,623.644,410.491,0,0.000
4,858,1024,0.8379,236.110,381.178,0,0.000
5,859,1024,0.8389,23.496,42.560,0,0.000
6,860,1024,0.8398,21.135,47.315,0,0.000
7,861,1024,0.8408,21.123,47.342,0,0.000
8,862,1024,0.8418,21.167,47.243,0,0.000
9,863,1024,0.8428,20.965,47.699,0,0.000
10,864,1024,0.8438,21.168,47.241,0,0.000
11,865,1024,0.8447,21.034,47.542,0,0.000
12,866,1024,0.8457,21.076,47.447,0,0.000
13,867,1024,0.8467,20.942,47.751,0,0.000
14,868,1024,0.8477,21.133,47.319,0,0.000
15,869,1024,0.8486,21.039,47.531,0,0.000
16,870,1024,0.8496,21.129,47.328,0,0.000
17,871,1024,0.8506,21.110,47.371,0,0.000
18,872,1024,0.8516,21.145,47.293,0,0.000
19,873,1024,0.8525,21.109,47.373,0,0.000
20,874,1024,0.8535,21.109,47.373,0,0.000
21,875,1024,0.8545,21.156,47.268,0,0.000
22,876,1024,0.8555,21.133,47.319,0,0.000
23,877,1024,0.8564,21.337,46.867,0,0.000
24,878,1024,0.8574,21.433,46.657,0,0.000
25,879,1024,0.8584,21.197,47.176,0,0.000
26,880,1024,0.8594,21.039,47.531,0,0.000
27,881,1024,0.8604,21.092,47.411,0,0.000
28,882,1024,0.8613,21.222,47.121,0,0.000
29,883,1024,0.8623,21.224,47.116,0,0.000
30,884,1024,0.8633,21.134,47.317,0,0.000
31,885,1024,0.8643,21.103,47.387,0,0.000
32,886,1024,0.8652,21.100,47.393,0,0.000
33,887,1024,0.8662,21.093,47.409,0,0.000
34,888,1024,0.8672,21.080,47.438,0,0.000
35,889,1024,0.8682,21.080,47.438,0,0.000
